id,uid,valid_card,token,invalid_card,month,year,ccv,ccv_amex,user_id,dt_current_timestamp
5074,295d2006-adc0-4953-bb3a-80de871bb7af,9710-5155-6862-2883,tok_discover,4000000000000101,10,2027,945,7609,057474b4-5433-4b0a-8db2-e9e6ec115d9c,2024-01-17 20:09:47
1600,a2c9d02f-8a97-4331-be45-b7750af1effa,9360-8872-8510-6954,tok_mastercard,4000000000000101,08,2030,360,7025,e46d9355-3713-4304-9327-05d91829d2c2,2024-01-17 20:09:47
3401,f5f03b33-b50f-46e0-ab5e-9706670cb84e,7051-6430-1460-3692,tok_visa,4000000000000101,08,2028,462,6916,972f2190-52d9-410e-8d45-71a0246c8669,2024-01-17 20:09:47
2423,41540a94-7624-40ba-80a2-6db3b6659e51,8591-7957-6642-4383,tok_discover,4000000000000028,02,2024,883,2316,3cf49b65-05f9-4f4e-95f8-4dd9a3d94485,2024-01-17 20:09:47
3813,bb65289e-959e-4ec0-b86f-c399f0cf4f99,1020-2646-2974-5305,tok_mastercard,4000000000000028,11,2028,782,4313,1198471c-26ce-44a8-8f05-eb3094f719b8,2024-01-17 20:09:47
6736,6210f640-1c49-492c-baa7-c4da391f3cb3,2148-9511-3420-5526,tok_discover,4000000000000044,03,2029,981,3200,bcdbc933-1555-4652-bbea-573877daad0e,2024-01-17 20:09:47
5309,1d904e87-884c-47b8-8492-5225d26557a2,1626-4245-6349-8011,tok_mastercard,4000000000000044,05,2029,921,5434,18e0cec4-8fb9-410a-bea3-5a1ed590d3d5,2024-01-17 20:09:47
4080,e65fab99-cd0a-4269-83e5-adfd5fb7652a,6402-8612-7499-2653,tok_discover,4000000000000101,03,2021,412,6393,bf94f3db-0fe9-4433-be56-0f3b0dac4150,2024-01-17 20:09:47
9965,71107095-8731-4ad1-9920-317d55bda0d9,5755-6476-5873-8809,tok_visa,4000000000000101,08,2028,392,8131,31eb4625-dcd0-496a-b478-c150a654d0a1,2024-01-17 20:09:47
5215,7ba2f828-fa8e-4e69-80a1-3087c9eac4b7,8960-6863-3016-6210,tok_visa,4000000000000101,09,2026,694,5666,c7d04d7a-7f50-47b6-86e8-60d6dc98cd93,2024-01-17 20:09:47
8079,b0ff65ee-b644-4ad9-b4e5-adb3d47ab36b,2018-9279-9360-4343,tok_discover,4000000000000044,05,2026,602,5345,b5cd83ef-e7e6-4ffb-8042-d3932c9a734c,2024-01-17 20:09:47
2730,94cd6b49-7156-41e1-9da2-468154800799,4277-4132-6346-5155,tok_discover,4000000000000044,12,2021,881,7400,a2280dff-8e78-424b-8565-9cfe3a99e17a,2024-01-17 20:09:47
