id,uid,valid_card,token,invalid_card,month,year,ccv,ccv_amex,user_id,dt_current_timestamp
8959,fd3afbc5-6c78-48d0-9309-42db07b771c1,1297-1411-3740-9812,tok_mastercard,4000000000000044,03,2025,601,9951,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 20:09:47
8108,7c63b7ad-631b-46c2-9a7e-48c3f214994a,1122-8231-9894-3517,tok_mastercard,4000000000000028,08,2028,196,3692,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 20:09:47
6052,db68b5c6-f1d7-4270-8afc-ee6972dc5783,5158-2224-2538-8422,tok_mastercard,4000000000000044,11,2025,270,6048,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 20:09:47
5372,7e2272db-991c-4db7-a6ee-f3619846eebc,9067-2118-1875-8273,tok_discover,4000000000000028,04,2023,167,2480,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 20:09:47
5602,6acfaac8-2622-4efa-8a3c-55e08ad8adc5,7971-9535-7759-7734,tok_discover,4000000000000101,11,2021,307,2888,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 20:09:47
7869,1b8ed301-40dd-47f2-aab4-514b3d00c089,4888-7614-7962-6303,tok_visa,4000000000000101,10,2029,919,3512,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 20:09:47
8991,f5ea03df-2410-49c3-9c5d-9c60db02e039,9674-9672-6470-2091,tok_discover,4000000000000101,06,2026,213,1906,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 20:09:47
5534,3639ea98-7008-4273-b83d-59f3e2849b21,8090-6084-2921-6900,tok_visa,4000000000000101,07,2021,558,9746,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 20:09:47
7697,786c0065-0eff-4c8f-807e-b3b1bee2ffa1,3344-3214-1698-7138,tok_discover,4000000000000101,03,2025,683,2732,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 20:09:47
4387,d23eb5dd-5edf-4270-b8ce-e9096bbae0e5,1112-3108-3598-6453,tok_mastercard,4000000000000044,08,2029,455,7790,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 20:09:47
8774,017f0864-ce23-4ff3-8130-86857e48feaf,4403-4900-5985-7746,tok_visa,4000000000000101,09,2026,243,9840,909c6730-5d1e-4206-9970-75fce0dcde47,2024-01-17 20:09:47
3463,d60906fc-001e-47f8-87d4-0119381903c0,7967-4382-3305-3137,tok_mastercard,4000000000000028,06,2024,886,6795,e2fe312b-1d9a-4130-ad4b-1bf3e4d6e2f3,2024-01-17 20:09:47
8981,b4ac8d74-7541-4da2-9c6e-69fb5d059025,9124-5745-4352-1727,tok_mastercard,4000000000000101,06,2021,185,4860,0cecee99-9a6b-433e-95ef-257449158bce,2024-01-17 20:09:47
2643,6be38df4-3312-418a-914a-85e1e6154622,7077-8662-4190-2904,tok_visa,4000000000000028,05,2026,770,1618,3d86bd5a-8e2e-4fac-84eb-91cf88d6b217,2024-01-17 20:09:47
3626,d3e41ed3-f938-4533-85d2-a9ceeb4df8fc,7791-3939-9296-6484,tok_mastercard,4000000000000101,01,2022,456,1262,212178f7-8a0c-40db-8fce-d636001bd454,2024-01-17 20:09:47
1695,3e7dbc18-0761-4d19-b4be-5edf03648dde,8046-4035-1867-3193,tok_discover,4000000000000028,07,2026,396,8386,f0657fed-5477-414b-873d-b00626588e58,2024-01-17 20:09:47
9946,b9720a35-d4a2-428b-9aae-69de2d31cbaa,1285-7135-3519-5671,tok_visa,4000000000000044,09,2023,267,2136,e36c870a-4a36-450f-bf80-d96bbf609bb2,2024-01-17 20:09:47
6656,f3010b39-4042-42e4-bc06-b0c6aaad6b84,8317-2571-2946-3182,tok_visa,4000000000000028,06,2029,115,2301,38e44540-dcb8-4ca8-81dd-1b89ffb0b78f,2024-01-17 20:09:47
3179,b2ac7d12-2432-4075-96c0-c1e813abb28e,6411-5188-2939-4660,tok_mastercard,4000000000000101,12,2025,378,8451,089b7cb7-f57c-4565-9998-3943ce3d93f4,2024-01-17 20:09:47
1993,943f46e7-ceb3-40b7-9294-762136be326d,9482-4785-4055-1328,tok_visa,4000000000000101,10,2021,378,8606,5d1c0ac1-9613-4618-84d7-8178142bec14,2024-01-17 20:09:47
5413,590dda33-514f-41c1-b24b-572729a35f47,2405-7691-6575-5665,tok_mastercard,4000000000000101,07,2025,129,9851,665a9e8f-26c1-45e7-9b09-60d35610da49,2024-01-17 20:09:47
3379,9aaf6ae6-6053-4966-8e76-7ec12be54ee8,8465-7119-8715-5684,tok_visa,4000000000000101,10,2029,198,9976,fd086697-c3d0-42ce-a3a2-fe102b17e7a0,2024-01-17 20:09:47
3627,de8f89d6-5507-46e2-8452-244f8160b318,8806-2892-1868-9098,tok_visa,4000000000000044,11,2024,358,9595,f4e5a01f-e282-4113-9185-15c5cc6dce52,2024-01-17 20:09:47
5803,bc428ee8-b1da-428b-81a2-e605d98f5d54,9559-8237-6839-7218,tok_discover,4000000000000028,10,2028,724,2920,da81fc3d-0475-4e8f-9523-89d0a5faa296,2024-01-17 20:09:47
6413,e348f1e9-28c0-401e-ae4e-ace700593b23,4322-3617-4697-9871,tok_discover,4000000000000044,02,2021,980,7446,98d2a5c8-5b92-4e81-bc16-644740f12d08,2024-01-17 20:09:47
6387,c1f5ca94-faf7-401a-97be-ab5fd1985657,3419-4338-3840-6880,tok_mastercard,4000000000000101,04,2030,332,9020,c131432a-6c3d-4214-aad8-e3e949a18f10,2024-01-17 20:09:47
5280,90457bb6-bbd2-48b5-948a-5de9d5a1fc56,5064-4283-7957-5265,tok_visa,4000000000000028,05,2030,405,2430,5b57a5d5-2b85-4f27-b9df-dcb00e87f31e,2024-01-17 20:09:47
9466,66d66124-681d-4832-a963-ad898e44da12,4154-7511-4375-1126,tok_visa,4000000000000044,09,2028,641,5137,56fb402c-7eb1-493e-8adf-ef53d8f5922c,2024-01-17 20:09:47
1525,9e96bec5-8f35-4c7c-9375-eb7302463c2d,1031-8936-4330-5544,tok_discover,4000000000000028,10,2026,791,7984,44b07384-29f5-4e7e-8ccf-2f8de0fa44ec,2024-01-17 20:09:47
4398,a75c75f3-7631-44ad-9553-2b6cde1ae594,9450-2673-4972-8974,tok_discover,4000000000000028,11,2028,964,8369,10d191d8-4dd3-48a9-b883-dc6aa721111a,2024-01-17 20:09:47
5860,a659d4f6-371b-46b6-a9ab-f6a91e935945,8848-1092-5558-3204,tok_visa,4000000000000101,08,2023,340,1312,8a77e04a-5377-4a47-935b-0b85daf12c67,2024-01-17 20:09:47
6908,567d06b0-fb96-4a15-be44-d60ee33e3a0d,7104-2769-5161-1966,tok_visa,4000000000000028,01,2025,197,2448,d70e75bb-8e31-4bc8-9dbb-25dc102fe90e,2024-01-17 20:09:47
9879,99c2fd92-dd61-406a-8d6b-0832bce2e33b,2120-6436-6144-6529,tok_mastercard,4000000000000028,07,2024,376,6308,811ffa50-4177-401a-95e6-732d85474c40,2024-01-17 20:09:47
6027,f59c7f06-be65-4ef7-b8f8-e8c285aa5c53,1913-4650-7013-5225,tok_visa,4000000000000044,09,2023,940,3302,bcff5e1e-80d7-4f2e-b7cb-66472bbeff87,2024-01-17 20:09:47
6563,86d408ec-0035-4ecf-af54-af904adc3c9f,2873-2815-9511-7227,tok_visa,4000000000000028,03,2026,556,6358,b656ed1a-26d1-4ac4-8799-5a7cd0baf15e,2024-01-17 20:09:47
8866,ef1d6c49-440a-4143-920b-5e93c449ffb4,2801-1858-7748-9789,tok_mastercard,4000000000000044,11,2028,993,8661,ff76ce34-77ec-450c-b744-54ab6186d020,2024-01-17 20:09:47
6999,f045a743-41a1-43b4-a5ac-b9effbb812c2,9434-8364-6463-5792,tok_mastercard,4000000000000044,08,2028,593,9422,f730f66e-2cc8-4d77-b923-a7734edf31e9,2024-01-17 20:09:47
7035,89d45c2a-1a5a-4d12-aa8a-f5c3b36245e1,3771-7824-2170-1010,tok_visa,4000000000000044,01,2024,106,9146,5acffa55-3ff9-4acf-8cd5-980938cf16cf,2024-01-17 20:09:47
