id,uid,valid_card,token,invalid_card,month,year,ccv,ccv_amex,user_id,dt_current_timestamp
3178,e642539a-39c4-43d3-b176-dee504d49f1a,4751-7696-4078-3252,tok_visa,4000000000000101,09,2026,375,5192,6808a3b8-2230-4027-97d3-e2eb67a2d3e2,2024-01-17 20:09:47
2198,082c2db3-782d-4c56-a8cb-8ce0dae9a3d5,4283-5752-6595-4238,tok_discover,4000000000000101,05,2024,191,5552,a94c130f-fc56-4f58-ac71-c7ef4b0a446a,2024-01-17 20:09:47
1165,94aab743-1a2e-44c6-93f0-5c31b07f6c68,5407-4964-1987-6884,tok_visa,4000000000000044,02,2021,222,9008,24cf2eea-b334-40f8-bd56-d5da6b6cf291,2024-01-17 20:09:47
8532,9682faa0-e22c-4891-945a-02677ffba083,9821-3214-9881-1545,tok_mastercard,4000000000000101,08,2028,327,7800,5db08085-3b32-4ad8-b5bf-de23d33db48a,2024-01-17 20:09:47
2718,afb2be91-d49a-4c85-afed-ef19733f0cdb,7461-4520-3042-1623,tok_visa,4000000000000101,02,2028,895,1664,6aae6fbf-1a35-428f-9d72-ed1f2378fcf5,2024-01-17 20:09:47
2328,ec9db868-9679-4783-9eef-f6d1636886b9,5893-5107-9330-7792,tok_visa,4000000000000028,02,2021,410,9338,d4daf90e-92ec-411e-a8fd-cc67847b4c8b,2024-01-17 20:09:47
7093,34656b86-c93a-4263-b24e-d0e625be2f1d,4667-7268-4711-9851,tok_visa,4000000000000101,12,2026,736,5428,1de5f09a-10c6-4bc1-a7fd-3f5fd4628e60,2024-01-17 20:09:47
1736,037b9f6a-dc64-483c-a5aa-a188c4e806d5,3071-5203-6779-4773,tok_visa,4000000000000101,05,2023,229,8964,83110bd1-8c45-4d58-a7a9-71c74a4bfdec,2024-01-17 20:09:47
1248,6bd3da9f-2a74-4480-8183-8a7f081faf61,4819-2723-3434-8915,tok_mastercard,4000000000000028,07,2021,384,9915,51266c9c-c77f-4afd-af22-4d3a14b7fa3f,2024-01-17 20:09:47
9515,f5fca34a-716c-4abe-87a5-10cee6c2eb64,1320-5751-7930-4074,tok_visa,4000000000000101,08,2024,723,8878,ae22a074-813a-4a50-b3da-cb6f880c82a9,2024-01-17 20:09:47
4417,56a760ca-5f3d-4131-841d-4efb8d5c6b0a,8197-6430-2405-9631,tok_mastercard,4000000000000044,05,2021,219,1222,052acbd1-43f7-4d59-8213-f91fafc0bf98,2024-01-17 20:09:47
5662,dfb192d3-861b-4641-b469-469a77d065ab,9727-6078-3595-8983,tok_visa,4000000000000101,07,2028,432,7351,c4c04ad5-18c7-4095-853e-0875496ee797,2024-01-17 20:09:47
