id,uid,account_number,iban,bank_name,routing_number,swift_bic,user_id,dt_current_timestamp
1200,73349b5e-bd20-4eaa-8684-f65102a4adf2,0864131863,IBAN47194916632056723876,Global Trust Bank,1547907500,SWIFTUAQSQZ5W,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-16 19:05:58
1201,72ab438e-e272-424e-8fb0-fe55398d57ae,7085791941,IBAN60170285870206992025,Global Trust Bank,9578755362,SWIFTCF37LB0H,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-16 19:05:58
1202,7e5af206-3b48-43f8-bbd7-5c68cff90073,0692980646,IBAN78918667298013519961,Oceanic Capital,3212245369,SWIFT30SBWEIZ,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-16 19:05:58
1203,6b55262c-31be-486d-9e30-9e71fdf4424e,5391913178,IBAN98462065049262074556,Zhongxin Jinrong,0898811126,SWIFT0OYLZOLV,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-16 19:05:58
1204,cea20953-5416-4855-85cb-871d5630bfba,4287645599,IBAN11945741762096981491,Zhongxin Jinrong,3693858404,SWIFTBNGW16I4,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-16 19:05:58
1205,12c19bb7-0c49-4650-af1a-db6e0151db6f,1891524442,IBAN14694059743837625314,Banque du Soleil,5890346570,SWIFTFB3O2YKL,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-16 19:05:58
1206,55a8f465-b257-4e3e-aec9-b5572c0c96d1,0592685482,IBAN40357877759034860876,Finance Royale,6015090490,SWIFT8O0Z07SB,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-16 19:05:58
1207,7f44fd97-14f2-447b-9786-fcf0157ab708,5349192377,IBAN09757851344932511329,Banque du Soleil,7264886057,SWIFT9JAJKGP6,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-16 19:05:58
1208,5bba485f-aa4f-4aa7-bedc-413886d6cdca,4938336717,IBAN76702212800785438664,Pinnacle Funds,0517737230,SWIFT0EGWM189,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-16 19:05:58
1209,e4ff70cf-32ea-4094-a947-6f9bd830757b,4084170370,IBAN30986758274900518001,Global Trust Bank,5056548795,SWIFTAHQ7GBI3,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-16 19:05:58
1210,b8d58b89-5a64-4017-a51c-acf1e3aa8376,2024177652,IBAN27762818362314446486,Global Trust Bank,9281566437,SWIFTJ4J7POK0,909c6730-5d1e-4206-9970-75fce0dcde47,2024-01-16 19:05:58
1211,f0520a13-2584-4809-a114-15a2fbb1a4ce,4202472061,IBAN75422118769793639528,Oceanic Capital,6788180675,SWIFTMAF80OKP,e2fe312b-1d9a-4130-ad4b-1bf3e4d6e2f3,2024-01-16 19:05:58
1212,078317a9-0beb-4cc6-90a8-09cc5b02536a,6115643858,IBAN78863691834178031243,Silverline Financial,2794053551,SWIFTGBELWC6Q,0cecee99-9a6b-433e-95ef-257449158bce,2024-01-16 19:05:58
1213,d1cfbe3c-4bee-4461-97dd-5f7c19918813,9224877131,IBAN90515481627666912367,Silverline Financial,0755653862,SWIFT8PVJ4JUP,3d86bd5a-8e2e-4fac-84eb-91cf88d6b217,2024-01-16 19:05:58
1214,64676c8f-a61c-4c29-a5a3-170404e3cf62,5262209294,IBAN50336078811741499685,Pinnacle Funds,2239127420,SWIFT73TM1C27,212178f7-8a0c-40db-8fce-d636001bd454,2024-01-16 19:05:58
1215,2fe09114-d1e1-4cdd-8319-96412c525d27,9206073911,IBAN53553969911512827777,Zhongxin Jinrong,8768896688,SWIFT433YUYUK,f0657fed-5477-414b-873d-b00626588e58,2024-01-16 19:05:58
1216,1f866317-9641-4d86-a8e4-e47959a724a2,8455753461,IBAN41622791968795308648,Banque du Soleil,2714181596,SWIFT4VIP9X4P,e36c870a-4a36-450f-bf80-d96bbf609bb2,2024-01-16 19:05:58
1217,15b35d54-5770-4dd7-8392-ad1b5822eb20,4380713486,IBAN36349209918356124582,Silverline Financial,0417040538,SWIFT85KXNXEM,38e44540-dcb8-4ca8-81dd-1b89ffb0b78f,2024-01-16 19:05:58
1218,12ed16b4-6f41-46b1-a520-75cecf62d4a2,9649590934,IBAN25870819102438900979,Liberty Banking Corp,2883882800,SWIFTVHK3E2WR,089b7cb7-f57c-4565-9998-3943ce3d93f4,2024-01-16 19:05:58
1219,36b86f0b-503d-4818-9e9c-68e4429c7e34,4251195864,IBAN15513685203934696400,Global Trust Bank,1213410534,SWIFTSTXSAJB5,5d1c0ac1-9613-4618-84d7-8178142bec14,2024-01-16 19:05:58
1220,13ddc4bf-c5cd-4842-bfb1-31cca1467baf,8973535491,IBAN79440503287712756837,Pinnacle Funds,9591138685,SWIFT2AKLCKSR,665a9e8f-26c1-45e7-9b09-60d35610da49,2024-01-16 19:05:58
