id,uid,account_number,iban,bank_name,routing_number,swift_bic,user_id,dt_current_timestamp
900,07837694-8530-4940-a5e6-b81431ba8543,1922022627,IBAN36258152050049156881,Pinnacle Funds,9640787879,SWIFTH9IJTX09,a9e7f4c0-3d79-446b-b44e-55ae3ee05b9f,2024-01-16 19:05:58
901,392c2e57-d8ae-45ae-a497-f42809349091,2347477647,IBAN56913572306751966408,Finance Royale,7629759074,SWIFTULPGMRCN,1ff091de-d15c-480c-917f-9ed7442ad73e,2024-01-16 19:05:58
902,66bb5a71-9bb0-499c-8df0-38c9cd7bccc8,9105967603,IBAN87525566142360785641,Global Trust Bank,7856575430,SWIFTLFHZBM7Y,094bd1b3-540e-4129-9d58-8c11e31625f6,2024-01-16 19:05:58
903,d6bb7e09-541d-43a5-a1e8-80044f5db1e1,9176630194,IBAN39240274229041933329,Pinnacle Funds,4372113991,SWIFTJ9LZ53HD,91701ee9-5b0a-411c-82a6-112f3a0c1145,2024-01-16 19:05:58
904,89c49c29-8cb9-497b-860b-acd61ad727b2,2402292543,IBAN41784439929998278159,Zhongxin Jinrong,4405244493,SWIFTPB46TUZN,608f4b82-69f5-4c6e-8734-9b5d5b4c7788,2024-01-16 19:05:58
905,85a441d6-748c-41a5-9db9-e2ffcee1e4f1,2967393455,IBAN61215877222046741275,Banco del Futuro,7644761116,SWIFTZFGQN9I9,9e410645-96ff-4964-93bf-53a1ea42252f,2024-01-16 19:05:58
906,2966b0b2-c56b-45ce-a286-1023117612c2,5011932597,IBAN39911855271069649846,Pinnacle Funds,4147955873,SWIFTDFD38WD6,15ecf9b6-769f-400e-8174-a1963254a5bd,2024-01-16 19:05:58
907,05efbb83-8633-4575-a326-8436c6cec86b,9525417845,IBAN46566363204433664642,Liberty Banking Corp,6922558703,SWIFTUAC00R15,1028627a-cb0f-4e34-84ed-f950a5f8f4a1,2024-01-16 19:05:58
908,3bc2797c-d96d-4977-bda3-ae3f83a256e9,6487102053,IBAN23955699245754325982,Banque du Soleil,7277040163,SWIFT0LHGACM3,54e08e9e-cf86-4a36-830f-306d1c030fec,2024-01-16 19:05:58
909,4b690102-5ca3-4882-9ea1-0be5bda4a0f0,5726419119,IBAN26607987003036370756,Global Trust Bank,8878024607,SWIFTEIEC1HNO,c8f68cbf-cc2d-459a-8a43-803159dc69d4,2024-01-16 19:05:58
910,0b56354d-c56e-4600-9b3c-30ecba793b37,5362624166,IBAN95479780678860748184,Oceanic Capital,2114921486,SWIFTLZWRDLZF,75408989-3d96-453a-8820-4034967afe5f,2024-01-16 19:05:58
911,130f44d4-8673-4758-93ac-8ccc59a15876,9309890359,IBAN33977135573496704156,Liberty Banking Corp,3842243851,SWIFTZA0G2DIJ,78bced13-a288-402f-bfc1-daa3821a9e06,2024-01-16 19:05:58
912,aa4a735a-aa75-41e2-9159-9b6ebfc810ea,9131053702,IBAN50472601191740875811,Finance Royale,8932620422,SWIFTZRRORLKC,814a91eb-b265-4ab2-ab45-f483883090db,2024-01-16 19:05:58
913,e3030b51-4957-4448-a7a4-28cda796974b,9314783029,IBAN72608315594234714710,Liberty Banking Corp,6817057399,SWIFTKW1VR6MO,0cfd47b2-5724-4576-8dfc-af3cc54c8dd3,2024-01-16 19:05:58
914,f25bb9fe-bea7-4db8-ad53-a196ad963c2e,8707436261,IBAN95715825571791186403,Banque du Soleil,7614466269,SWIFT26CWAOVV,fb24c384-57b4-49cb-8b8f-744712ab3955,2024-01-16 19:05:58
915,28792990-ff8b-45f5-919a-ad87777b14bb,4683015566,IBAN67257045421089973764,Global Trust Bank,3550333591,SWIFT9COXS3VZ,a64d4e8f-8c92-41dd-850b-999d32ab356f,2024-01-16 19:05:58
916,967f02ad-d666-4974-b3a6-6d5e96dd8c2f,9840834568,IBAN13778747850197100455,Oceanic Capital,3952853005,SWIFTLL5NP35D,1d3e46b9-6033-4df1-88a0-4d364df83183,2024-01-16 19:05:58
917,f492d60e-eb45-4a4c-b510-877191322933,5453028068,IBAN16805174802857325179,Global Trust Bank,5022435524,SWIFT5W91GWC2,478ab6e6-d34f-492c-abd4-122609e4ebe1,2024-01-16 19:05:58
918,2fe3b4d6-dbeb-43e2-bebe-e72d413d25ff,9187068560,IBAN04476209572954449295,Zhongxin Jinrong,1895707213,SWIFT7KGRY7GK,2f583958-0e38-4a13-83b9-a84ae893fd67,2024-01-16 19:05:58
919,bf0c68c0-bdfb-4a9f-a694-2bf324902dde,3541693938,IBAN04047660791841324521,Banque du Soleil,7108658604,SWIFTGXP6ZUL1,2fed7efd-b80e-41e4-bb53-f9b530af95c7,2024-01-16 19:05:58
920,83175a18-1302-4c79-8b9c-be335b373575,8069758981,IBAN68762995550176354322,Zhongxin Jinrong,1506163098,SWIFTPYAHVZ3X,0c104669-9c2e-4ec7-9d8c-62729a0d7138,2024-01-16 19:05:58
921,dcbf77d9-9c4a-4fbf-a9c7-5bf2688f8caa,5890778494,IBAN06385273343293231138,Liberty Banking Corp,8323926456,SWIFTPFODK8CG,acd835a2-af25-4248-aab3-0d10e5c164bc,2024-01-16 19:05:58
922,e2d480df-3751-46e5-8304-57b876075607,3873818967,IBAN23659307323791011688,Banco del Futuro,7917845368,SWIFT8KU2GOJW,0665e6b7-4473-4f8e-8efb-ceed13a56bf0,2024-01-16 19:05:58
923,f34a2423-957a-4c54-a900-8f0fa9736d8f,0892545922,IBAN24399219490741522866,Zhongxin Jinrong,0108848388,SWIFTQ8NUQF0Y,ee0e1914-ebb5-441d-ada0-208788563e1e,2024-01-16 19:05:58
924,2529e609-2ad9-4fc9-90fa-fc065df538c1,4546794121,IBAN78936793070493271872,Banque du Soleil,9067781054,SWIFTZL878E2J,5be51729-ebf9-4990-9bcc-a1b8fcc83e79,2024-01-16 19:05:58
925,86d117ca-2667-43c3-8373-3f9db0e0d320,6166651427,IBAN12258190611069900977,Global Trust Bank,1985660046,SWIFT5NPFDN6J,efab600e-8e6d-40bb-b42f-6d8f700602ff,2024-01-16 19:05:58
926,c346b1ee-08ac-4182-a326-fd2d2f5b5c22,4088358308,IBAN22912020193945960210,Zhongxin Jinrong,0931984464,SWIFTSW42O1LQ,71da65cf-48ce-4e01-b7f0-b15c8791803f,2024-01-16 19:05:58
927,a8b2fcf8-387b-46de-b2d0-799c84ab761f,8449697527,IBAN33586069657955188196,Banque du Soleil,0196217000,SWIFT00GKHAUV,a7b01227-ca09-493f-8fd3-dc8d14a4195b,2024-01-16 19:05:58
928,4cab600c-1bf5-4e70-90fc-9e8047da7927,9987775088,IBAN81244816508600353676,Oceanic Capital,9421545474,SWIFT9KZD45P1,ce518211-e4e5-4899-a936-9d43295a2b2e,2024-01-16 19:05:58
929,adb8f3e7-6fff-4f35-85af-d8831f50be38,1956148826,IBAN76011157654437014389,Banco del Futuro,8212439273,SWIFT4W350149,ade693b4-350d-4704-9dab-58cd60ca2668,2024-01-16 19:05:58
930,99a745a5-afdf-4129-869e-f99e9cedaa3c,0408363959,IBAN14911816255929956056,Banco del Futuro,8131678068,SWIFTSNDD96FB,5094c72b-6c23-4ad4-b2a9-769253ac342b,2024-01-16 19:05:58
931,8b943d8e-4bf9-4cf6-b42c-71f2ce49afba,7811395417,IBAN08856023245724466834,Banque du Soleil,7626539729,SWIFT57SGM46I,40ad9fb1-0c57-4bc3-a4d3-50d4cfe58021,2024-01-16 19:05:58
932,ec579869-bfd9-444b-90fc-2ab4db56cca2,0813226048,IBAN27569931069098714328,Zhongxin Jinrong,5280821997,SWIFT2F9P86CR,8ddeec69-b4fa-4246-acea-fc8f273b5c59,2024-01-16 19:05:58
933,cc0f2a39-7342-473b-a66b-90907a4451c2,0051864201,IBAN98493889577055532453,Liberty Banking Corp,5824833548,SWIFTOGUBS0PT,148a912a-5c2e-49d7-a4cf-6502aad4db4f,2024-01-16 19:05:58
934,bd3c24da-89bc-42ac-ba2f-4a42763231e1,6926970255,IBAN91366519490845410652,Finance Royale,3930277654,SWIFTWEU5YMBW,60a8ef55-2666-407a-9d78-78b7e8c33e1f,2024-01-16 19:05:58
935,bb2a18a6-4e1b-4b15-9ac0-275c5a40af2a,5500478110,IBAN63063179734279984345,Silverline Financial,3064479056,SWIFTETU8HRII,1622a9a5-e094-4f61-be0a-43faf36506f6,2024-01-16 19:05:58
936,c007e8be-4aeb-4af3-86b7-1062fcf71085,1622663804,IBAN33754608929260740622,Global Trust Bank,3092061710,SWIFTILIWWNEU,70dd62d3-0080-4b07-82dd-0a62628728bc,2024-01-16 19:05:58
