id,uid,valid_card,token,invalid_card,month,year,ccv,ccv_amex,user_id,dt_current_timestamp
3270,285f85c2-82f0-4292-b29c-48a1e33a92fa,1564-6124-3805-5106,tok_mastercard,4000000000000028,07,2028,713,2187,edbd5dc9-b76a-4820-a34c-c2fc9c5282f6,2026-03-05 09:26:19
7078,217d23bb-4d44-4ab1-a815-2c0c64091849,4343-7882-4532-1335,tok_discover,4000000000000101,06,2030,231,2408,306c2d46-bb64-45c0-94e3-8fbead36c68b,2026-03-05 09:26:19
4312,e4b112a8-8c62-4b65-b341-219e74c794cb,4794-9573-8515-5345,tok_discover,4000000000000044,11,2030,865,9205,bbcecfd9-7a50-40de-8f63-2c3a00d79df1,2026-03-05 09:26:19
8085,2cfccf7a-fc45-473d-bd13-59d631d4a7ee,5619-1188-2040-1904,tok_mastercard,4000000000000101,04,2032,824,8912,73af6f35-fee4-40c1-a5cd-0f9dd06f5945,2026-03-05 09:26:19
8795,5645e449-55fe-4bd7-8a25-4cb32a888faa,5960-3960-8084-6910,tok_mastercard,4000000000000028,02,2032,281,3787,a80f16d1-b278-454d-8009-da0932098cfd,2026-03-05 09:26:19
5245,c6cff0b1-8683-4ac5-aea3-927a7ac30895,1834-5722-6368-6267,tok_discover,4000000000000044,05,2028,998,2304,6f8a3432-9217-4a71-87cb-7c2afaa8693c,2026-03-05 09:26:19
1289,3324e1df-ff41-4198-b88b-d30c28ac1670,8298-8195-3948-6572,tok_discover,4000000000000101,02,2027,626,4225,d727ef45-d576-4b18-ac4f-f7af48eb75ca,2026-03-05 09:26:19
4549,b03a259b-4256-4dfb-b469-baef7e2421b8,1048-1504-6663-5988,tok_discover,4000000000000044,03,2026,383,8101,13668e4b-7947-4886-a32d-012ef6f6993d,2026-03-05 09:26:19
5368,8d7dcf73-1eba-4f87-8dfa-1e4be2de16e1,2133-8787-8069-5586,tok_mastercard,4000000000000101,02,2030,331,9221,2acdd783-adb2-40e5-a174-4912d768fcbc,2026-03-05 09:26:19
6474,80ed30ac-1fbc-409a-83ac-4d27d4b79b72,4881-5836-1233-8753,tok_discover,4000000000000101,11,2026,364,7959,8a3119ec-3e95-4c37-b987-a0dec88f2119,2026-03-05 09:26:19
4507,7d25586d-8645-4fbc-968f-06146c2ed5eb,5182-8380-6932-5443,tok_visa,4000000000000028,06,2025,241,9277,236f6d94-0c1e-402c-b45e-d50505288d06,2026-03-05 09:26:19
4104,67f2f049-1d51-45e4-9057-8578066c03df,3910-9851-5158-3917,tok_discover,4000000000000028,07,2034,756,8532,d849256c-dc92-45ec-b226-fc0073d84b94,2026-03-05 09:26:19
1444,805c75b5-4be6-4251-8ad2-fb0097a435f1,2087-1419-9087-3963,tok_mastercard,4000000000000101,10,2027,750,1629,edda594b-abfe-4637-9748-8777a22e65ad,2026-03-05 09:26:19
3671,de476441-e108-42ec-add4-40ba2c1bc46d,5022-7243-3223-8227,tok_discover,4000000000000101,04,2028,146,4620,21fbb95e-2e1b-4b77-90c4-267024ee296f,2026-03-05 09:26:19
6250,8e5d8206-970b-4fd8-8417-f50fbff4b67c,7360-9718-8389-4769,tok_mastercard,4000000000000101,01,2034,809,7407,15d45547-755d-4e79-b2d5-35018e1af217,2026-03-05 09:26:19
1060,1d694208-d0c3-4838-a526-c8fc5ed8a0b2,3442-9193-1614-9368,tok_discover,4000000000000101,01,2031,671,5144,295fd979-a477-4897-8c93-f772c5269654,2026-03-05 09:26:19
9795,f5f88710-e1ab-45d8-a7d0-d291d2cf9874,8017-3271-6609-3557,tok_discover,4000000000000028,07,2033,878,5498,7d2ede05-d102-4a62-9cdc-0beb93b94a1f,2026-03-05 09:26:19
7481,557bedc4-c825-46af-83b2-f50c51478d87,8056-5887-6371-1040,tok_discover,4000000000000028,03,2033,595,2381,e26ce6a6-3400-40db-a74c-28d885bb7d84,2026-03-05 09:26:19
7949,ce6bda6c-5fdf-4ae5-a0fb-de6f23bc5086,7284-2252-3216-9815,tok_discover,4000000000000028,12,2031,355,7274,dbc59a06-65c7-407c-a88d-06287c0753ee,2026-03-05 09:26:19
9918,5e4aefc3-65b6-4b69-82d3-4572f42d96cc,9340-6754-7806-9444,tok_visa,4000000000000101,06,2033,298,9792,1c668599-a7e9-41bb-a754-98febeece97f,2026-03-05 09:26:19
2967,99536351-7e09-4c39-b6df-29cab83b6b1b,5350-5877-5436-2411,tok_discover,4000000000000044,03,2032,132,2188,b78cc0f4-c582-4ec6-a0b1-ca8b399bcdad,2026-03-05 09:26:19
9492,2a82c7b7-0f07-4469-a810-1b864908643d,9312-8173-7521-3946,tok_visa,4000000000000044,02,2032,880,8288,08de3ae2-4521-4b2b-ab04-a29550f569d2,2026-03-05 09:26:19
7270,dead56b9-45cd-4dce-872b-371da933dd05,8287-7983-9289-4469,tok_discover,4000000000000044,01,2033,373,7291,4888a4ce-cce5-4936-9122-58e8debc6a80,2026-03-05 09:26:19
3011,54dd6239-084e-4319-bf4d-80bd6cf5719e,4912-6328-9239-4293,tok_discover,4000000000000101,10,2025,602,8660,0c0a9ae1-39e6-4071-8868-46fdb8a5d6bf,2026-03-05 09:26:19
1546,2b432cb3-b815-434f-8272-77dd913466a7,6478-2570-7670-8072,tok_visa,4000000000000028,03,2029,867,6805,1944b288-862d-46e3-9158-db92c25759ad,2026-03-05 09:26:19
3864,90afc1ff-9962-4b22-8302-bd15cf8d1f44,3922-4703-3339-8786,tok_discover,4000000000000044,03,2028,293,2780,cc3e88d0-fdad-4ff6-8c40-f5d9aa614e8d,2026-03-05 09:26:19
8543,761de308-bffc-468c-a27a-6e0e75a0f7b4,8970-1566-8573-8762,tok_discover,4000000000000044,02,2027,950,6841,08421037-7590-4104-b0ef-85a4215f5f72,2026-03-05 09:26:19
2451,f248e4b5-a761-4510-8410-d02fad41cc54,8743-2680-9467-6681,tok_mastercard,4000000000000044,10,2028,234,4771,ffd49b47-caf8-4423-b950-9489d9eeddac,2026-03-05 09:26:19
3088,8bd4ceb5-a567-4141-b430-42041f5bf253,7149-7587-9811-1747,tok_discover,4000000000000028,03,2027,417,7020,8b0dfb2f-813b-4214-985d-1f5f2c5dce2e,2026-03-05 09:26:19
7273,033bb9cd-1d6b-4c3e-bffd-da24caf683e7,7447-5004-6252-3826,tok_visa,4000000000000028,09,2026,379,9649,11aaaab4-6be6-46c0-af94-c366c0e41e83,2026-03-05 09:26:19
2562,d320f4dd-4050-43e9-9ec3-3135193fdc0b,7152-4923-7639-3550,tok_discover,4000000000000101,07,2029,929,8214,92aef3fe-8aaa-442b-aaf3-cd0a941eda59,2026-03-05 09:26:19
7402,2abc60f3-f2dc-4f23-b0e5-c2461cf0fbd7,8030-3949-8294-1847,tok_visa,4000000000000028,04,2034,588,5799,763c9fe2-39e8-49b1-8728-2bd2e94a8687,2026-03-05 09:26:19
3285,2ff810f8-ea73-4441-8d25-63c9a726683c,9418-6835-9087-8272,tok_mastercard,4000000000000044,07,2025,858,5126,262cbad1-89dd-4b25-a76f-dade9d46ab29,2026-03-05 09:26:19
5796,b036ce49-1e93-4caa-9d0e-485bc8cd92ad,8524-4141-8242-3872,tok_mastercard,4000000000000044,12,2032,170,5184,981d5075-df39-4bf3-b9e6-db8fafe73f94,2026-03-05 09:26:19
7183,9497d280-666d-47b9-8692-2ab37fc1bc20,6876-8470-5580-8533,tok_visa,4000000000000028,01,2026,363,5565,7ec3e962-39ef-4915-a3dd-0fb51b977669,2026-03-05 09:26:19
4592,bdc6ba6d-1f18-4c61-8965-2b28934bb8a7,7685-2881-8358-8630,tok_mastercard,4000000000000044,08,2027,694,1300,7b52d72f-f528-4285-ba0e-4ebcdcc94fd4,2026-03-05 09:26:19
4628,aecac1a5-f537-4632-848a-f8e9e3fbbe7b,1880-3112-7841-4209,tok_mastercard,4000000000000101,06,2031,265,8813,e40019f2-5a22-4bee-a5f4-aaf10d2a2969,2026-03-05 09:26:19
6512,e0c5b7ed-fa27-4058-8deb-ce3176e6da2c,9737-9468-5219-1035,tok_discover,4000000000000028,08,2027,636,8421,b44af23d-dc69-46f5-9759-11c097db0712,2026-03-05 09:26:19
7534,5a63caf0-7cf5-437e-98ca-8515d7a5e60e,7867-7265-1507-5701,tok_visa,4000000000000044,05,2034,759,2661,90941495-5f7f-4128-b6f0-6d3fab8d1a30,2026-03-05 09:26:19
1187,80adbc9e-0e51-44c7-827e-1ec15cbfed06,3980-3292-1252-6938,tok_mastercard,4000000000000044,01,2032,436,3859,0e961c76-77df-4456-9f7a-57d4a3f8d0b2,2026-03-05 09:26:19
9393,3ca19913-b6b8-4ad7-9071-a0a1dc7dc51b,7821-6167-6731-3106,tok_visa,4000000000000028,04,2026,304,3017,d9ed0d57-7f11-4a7c-83be-7b80d722ca06,2026-03-05 09:26:19
6928,dfb97efc-3e7a-4284-a6f9-11fbd9e4135d,8638-1917-1621-9717,tok_mastercard,4000000000000028,01,2025,385,6524,8930ef12-8963-47ea-82a5-86376a81d777,2026-03-05 09:26:19
1026,93b3fc9b-0d8b-46d0-b4ad-899c299865e5,3275-7460-6685-7388,tok_discover,4000000000000101,01,2028,200,6494,01b846de-46eb-4491-9722-7927c173c1a7,2026-03-05 09:26:19
6493,8c4b917e-6b27-4999-9715-0c1c5c767f9c,2236-7050-2589-6677,tok_discover,4000000000000101,05,2034,210,1517,05221366-5d3b-497b-a32c-8618a40b95cc,2026-03-05 09:26:19
3126,0eab14b6-dcae-4c17-b331-c90b79524d37,7283-4862-2230-9414,tok_mastercard,4000000000000028,12,2032,660,3851,6214c6ce-e2b9-463f-8532-c596f42873d1,2026-03-05 09:26:19
9707,4a690669-abb7-476e-ae61-0ef004f29973,7887-8401-9484-8776,tok_visa,4000000000000101,07,2034,526,1638,739da70e-c285-4bfd-89ef-3f1ddef7d6d7,2026-03-05 09:26:19
9961,cd0944d0-a226-465f-ae57-86de98cb1e7e,5767-5420-1277-4124,tok_discover,4000000000000044,09,2034,931,3497,7d5d5209-7515-4f37-a841-1a82845d0dc7,2026-03-05 09:26:19
6858,3ffdfd2a-12fe-4dc8-9b31-f22bfe8b5682,3940-2933-5489-4515,tok_mastercard,4000000000000101,07,2030,778,2222,a2e56bf5-0935-4e60-aa3e-9d96713423ff,2026-03-05 09:26:19
5559,96f67e79-221f-4d4c-875a-98d2f83408af,7369-1895-3689-3457,tok_mastercard,4000000000000044,10,2026,590,5183,0b095f9c-18ad-44cc-86c9-4db664c124b1,2026-03-05 09:26:19
5991,4604d64e-7816-42f6-b9b7-e4f9b343691b,1830-1224-8162-3319,tok_discover,4000000000000044,03,2032,904,4958,854387a4-4d54-4cd2-93dc-0a5f4b2308e1,2026-03-05 09:26:19
9021,fe8b2c7a-dd41-4d7a-b66b-83e7553330fc,8013-1106-2588-7649,tok_mastercard,4000000000000044,06,2027,272,9732,64180e3e-20cc-4feb-a283-c747ccf46bd3,2026-03-05 09:26:19
3244,f9c7b934-f846-4186-8087-6153f82cb0de,9417-3561-1102-7012,tok_discover,4000000000000028,07,2032,211,3357,38c41973-686f-4be0-88c8-5604211db670,2026-03-05 09:26:19
1789,37abf734-8997-4408-ba07-530c0a9193d3,3578-6220-8886-8455,tok_discover,4000000000000028,09,2031,864,1899,53eaab10-4c06-44d9-a039-cf95cfd6500b,2026-03-05 09:26:19
8869,e6b5b9ad-a203-46cb-80f4-90ca5dbaf417,9632-4345-2033-4895,tok_visa,4000000000000101,03,2028,622,2149,3a86fb09-9ce7-4f92-aaa3-158e6e64e996,2026-03-05 09:26:19
7136,9fdec051-325d-4b42-a668-3b8feac6d15d,9462-1195-4287-5986,tok_visa,4000000000000028,03,2026,212,5722,0143ed7d-8bf7-473a-b22e-f661b7d8076a,2026-03-05 09:26:19
9963,2dfdd7ba-0b97-4de5-906d-4452045c5a59,8798-3575-9335-4644,tok_discover,4000000000000044,05,2029,875,9654,8749168b-df37-478c-bf65-467ee988a611,2026-03-05 09:26:19
9055,a69e3272-110e-4a36-92e5-c3e83d71e725,5917-4734-1960-6246,tok_mastercard,4000000000000028,06,2032,356,7204,332d703d-46ad-42e8-9fdb-416963aae74b,2026-03-05 09:26:19
