id,uid,valid_card,token,invalid_card,month,year,ccv,ccv_amex,user_id,dt_current_timestamp
5703,271a8319-19e0-4484-b5ed-daf2f917897b,4546-2805-6020-3799,tok_discover,4000000000000044,04,2028,749,7470,67567bda-0ced-4950-930a-862cca02e269,2026-03-05 09:26:20
4360,45d6901d-4fa9-4bdc-a41c-7a2a82f94e41,3165-1986-2248-9178,tok_mastercard,4000000000000028,04,2025,267,6510,f8094865-28b7-4e7b-bc15-cbd17366eb2d,2026-03-05 09:26:20
7390,1c4ec8dd-deba-426c-a16d-f9f290a92fe7,1747-6871-1492-3546,tok_discover,4000000000000101,01,2025,371,1926,bed3cfa8-5178-4086-a4ab-fca91c1b727e,2026-03-05 09:26:20
2995,5a35614b-7884-4813-bbab-a852eef75277,8129-9887-5729-6112,tok_visa,4000000000000044,05,2028,593,6507,799628ac-0921-485d-9362-287d3b35eb47,2026-03-05 09:26:20
4242,28dbf322-f55e-43f9-802c-a94b5446eaaa,9667-4898-1902-9810,tok_visa,4000000000000028,04,2029,593,6296,1fdc3b79-d10e-46d5-932d-609a24d927cf,2026-03-05 09:26:20
2535,8a8992db-2115-4caa-8c6b-d00da04f0d52,8001-9504-2910-5242,tok_visa,4000000000000101,10,2026,287,8422,e01713d3-ad33-42a1-b61e-46707aad0d62,2026-03-05 09:26:20
3307,0a8c1f28-6cf2-4047-919c-fe928c5d2126,5337-2259-4709-1179,tok_visa,4000000000000101,10,2029,511,6430,284d66a1-b07f-4f38-9fff-f258a9c4f527,2026-03-05 09:26:20
3452,b61bde85-0ca7-4129-b0d3-a32488a09177,8107-4320-6299-3164,tok_visa,4000000000000044,03,2026,644,8195,cdf92d6c-98f6-44f6-8551-fa94d6baee6d,2026-03-05 09:26:20
3348,e1aaeab1-c534-44f4-a917-08db04d5c359,2702-7243-1979-3311,tok_visa,4000000000000101,06,2030,959,1058,413e5b6a-60f1-4d01-ad4c-91569e0693bd,2026-03-05 09:26:20
1258,91b95694-d344-42c0-95ac-eddcc5fdc0c4,3015-8083-7623-4660,tok_mastercard,4000000000000028,11,2033,555,2650,2d89eecd-913d-4589-ba5d-168e99122247,2026-03-05 09:26:20
