id,uid,valid_card,token,invalid_card,month,year,ccv,ccv_amex,user_id,dt_current_timestamp
6887,838418bc-acb2-47f1-9c70-28c2d02d1268,1833-7375-6588-9033,tok_visa,4000000000000028,03,2034,864,7499,c693482a-c2ec-4178-bab1-f6ec3704849b,2026-03-05 09:26:18
1559,1c5056d8-995f-4f1d-b26c-baac7e62f730,3014-4176-8679-1344,tok_discover,4000000000000101,09,2029,137,4914,3f7a2b6d-0812-49a7-be48-2b5ce5da9f9c,2026-03-05 09:26:18
9750,996ad499-69d2-491b-886f-e1c59a5176f1,5247-7704-6772-6510,tok_mastercard,4000000000000101,10,2030,350,8557,010430a1-0c76-4725-990a-256c1dfe019e,2026-03-05 09:26:18
3046,a6f187ba-3402-467e-99a9-675deab96147,6243-3364-6449-6301,tok_visa,4000000000000044,02,2033,782,4600,0dd73d70-947a-4fdf-9da0-c29397f3d89e,2026-03-05 09:26:18
9569,b38db836-2f59-4a21-b0d7-e4779930537c,9240-8594-8102-9388,tok_discover,4000000000000101,01,2033,345,7302,5a370dbc-130c-48ff-b576-f76afc1fc763,2026-03-05 09:26:18
8516,8500f93e-88ca-4431-86d6-b71f1a2b9a3c,5557-1474-7995-8068,tok_mastercard,4000000000000028,04,2030,207,1740,e52b4947-8e78-4cac-acec-af0cee129c4e,2026-03-05 09:26:18
2465,4882c3d0-4af5-46b0-abbb-7f594ad32365,8584-9471-8772-9013,tok_visa,4000000000000101,01,2030,739,7340,caa8e518-c09f-4015-b1fb-aab0c8450c10,2026-03-05 09:26:18
4662,d32a04b6-1030-46ad-9268-cf64ad518f07,5493-4368-2047-3038,tok_mastercard,4000000000000101,03,2030,726,5263,65345790-0aaa-4c85-900b-1be7a9d8b158,2026-03-05 09:26:18
1155,8fb0a3f6-ab84-4eae-b57f-4b356761bbb9,4111-1224-1512-2414,tok_visa,4000000000000028,01,2033,487,6591,2ce1077b-87d8-41e2-9c17-3031b1c51c3e,2026-03-05 09:26:18
6282,10a8fa38-42f0-45ae-8982-1c474657d9b8,9544-5838-1547-8902,tok_discover,4000000000000101,12,2027,105,8438,adb9fb9c-4193-47d9-9cd5-8d639a31e914,2026-03-05 09:26:18
2574,a4057f47-8e04-4da9-a805-244edefb8028,6587-1290-1796-5448,tok_mastercard,4000000000000028,04,2030,755,9659,9030bce8-a058-4a39-aada-42d8fa278937,2026-03-05 09:26:18
4515,8b52b445-4343-4141-ad3c-c4f5cfb6d587,3691-7209-6296-2098,tok_visa,4000000000000101,01,2028,597,2110,7e042332-7aab-44ae-b995-0e9dcbb707ea,2026-03-05 09:26:18
6720,02c9435c-8c43-405d-9c66-0a4cebe0d5a7,6860-2721-6292-8894,tok_visa,4000000000000028,08,2034,293,5071,6e738b88-d865-4e17-90ff-9e1e104b873c,2026-03-05 09:26:18
2299,9a608602-7abf-48c1-aa61-9fdfd87c6820,3082-5977-5879-9958,tok_discover,4000000000000028,01,2025,432,6643,8706fc06-22d6-48ee-85eb-45f4fc4c93ee,2026-03-05 09:26:18
9420,eea852c6-85d2-46a3-bfe1-01e62499916a,2849-7330-7912-8905,tok_visa,4000000000000044,11,2034,985,8325,c6309e35-e3ce-4432-b538-3cb821ae4cdb,2026-03-05 09:26:18
4546,8beb1f58-a0ab-44de-a55f-f219b83a81dc,1271-2942-4379-3929,tok_mastercard,4000000000000044,12,2029,466,2024,73269ed2-1f52-4dc5-8eac-52106b78f0ba,2026-03-05 09:26:18
9406,6cb10e9e-a219-479f-95ef-902e7df58a05,2385-4124-8611-7476,tok_discover,4000000000000044,04,2031,544,4494,c4a322cf-721d-46f7-8ad3-9ce6d263445b,2026-03-05 09:26:18
1790,f6ce2c7e-6c7a-4ae3-8be0-6afbce1422ec,7941-2351-5823-1033,tok_mastercard,4000000000000101,07,2030,375,6336,4484d1bc-2c7e-463b-9658-aa68df2f5623,2026-03-05 09:26:18
4232,b413f51d-0963-4e55-923b-2c49db06e5e6,8663-7108-5666-4246,tok_visa,4000000000000101,07,2033,110,2868,f6c3b406-8027-473e-ae59-e79bd6cdbd0f,2026-03-05 09:26:18
2930,c20b1c92-0c89-47b3-b89d-b6e2a42b0dd8,2649-8756-7824-5245,tok_mastercard,4000000000000044,10,2030,861,7741,5c2217e2-dc2b-4b69-ade4-50eb6bf3388c,2026-03-05 09:26:18
7541,853bb6e2-0a5b-4943-9af1-9e923570e576,7442-2020-2891-6770,tok_mastercard,4000000000000044,06,2033,547,5890,73709089-53b5-470a-97d5-d98d364eb661,2026-03-05 09:26:18
3073,d3e2fcb0-804b-4ad4-8022-8d41e8a8bd31,3460-1377-6897-8849,tok_visa,4000000000000044,03,2028,392,9775,9d089b05-407d-4427-b7ef-b7d8f1f8b9fc,2026-03-05 09:26:18
6256,02856bac-a531-4cce-87b0-73b9537caa04,9946-7173-4808-9355,tok_discover,4000000000000044,06,2030,259,7989,11399368-be50-4291-a60a-3d6d8237ab74,2026-03-05 09:26:18
5019,44ba5744-3b83-4c19-8231-158893ab0cf5,9273-8531-1512-5167,tok_visa,4000000000000101,11,2027,184,9423,1f1282a8-d58f-498d-a469-e22847dcbe8a,2026-03-05 09:26:18
6448,21175ca1-8fc0-4e13-83f6-dca2d654679c,5151-4785-2564-5817,tok_visa,4000000000000028,03,2031,259,6537,55819234-f199-4d31-afb0-f1d59f3297df,2026-03-05 09:26:18
5644,b95e0b06-8ee2-4827-8554-f9b77b5c153a,5334-9831-4068-1565,tok_discover,4000000000000044,02,2031,854,8243,e51c6fae-43cc-49c8-9ed3-566eec2f57a4,2026-03-05 09:26:18
6704,fc912237-f556-49a8-b1f6-bd8622cf8382,4401-2275-1003-5032,tok_mastercard,4000000000000101,04,2034,598,1634,9675d9f9-2fbf-44a1-a4a0-7e243f31c957,2026-03-05 09:26:18
2606,194bc3a2-2efb-40fc-a67b-8bda6c4ab117,7360-7725-3035-5724,tok_visa,4000000000000101,10,2030,596,5382,5cc8bbb6-5310-4886-9a7e-fa396ae49c9a,2026-03-05 09:26:18
5734,1d244ab3-e8b1-4097-8deb-6208b3528f94,1617-6012-7056-1311,tok_visa,4000000000000044,09,2034,674,8608,78a3f447-84dd-4b76-8323-af6c75f348c1,2026-03-05 09:26:18
