id,uid,credit_card_number,credit_card_expiry_date,credit_card_type,user_id,dt_current_timestamp
4511,e4486211-8401-4d6a-8abb-e1e1636fee10,2675-8579-7794-3293,2028-09-01,diners_club,5bd91847-045e-4332-ad74-370463dada90,2026-03-05 09:25:50
1586,32f986db-4bae-48f8-94f4-d39a3f1576dd,3725-4298-2512-6347,2034-06-01,discover,e0443817-8bbf-4b11-a984-5de1a4a28d42,2026-03-05 09:25:50
9078,004ba575-803a-4aa1-ba55-0bbb9f92e910,1459-2656-4307-5755,2030-04-01,diners_club,4e49a9d2-b2f6-42c4-806a-f7a6b685cc97,2026-03-05 09:25:50
2412,f318e0f6-e964-4253-8dd8-9ddc16592be0,8926-4519-9400-9781,2025-09-01,mastercard,24ba4213-c0b2-4c5d-af3c-5323f296cd61,2026-03-05 09:25:50
3601,640efe2a-e0d9-43b0-9343-7ca502a03469,8966-2219-4620-7358,2031-10-01,visa,46791641-20b6-45f0-a73f-a228daf38c26,2026-03-05 09:25:50
8060,7d3a3812-de52-4d12-87de-9baaf5f2d94f,7287-7094-7278-5745,2030-12-01,diners_club,43a698f1-b709-476c-b006-9993b6d232b9,2026-03-05 09:25:50
5862,f992309b-a639-4cdf-a52d-caa443222648,4930-2126-3519-1727,2032-04-01,mastercard,016e945c-fb93-4ca2-bb86-df8f242fe0eb,2026-03-05 09:25:50
2188,94f5e51c-6f54-48f6-a354-183b9cf902f9,5960-4477-7680-7236,2032-04-01,mastercard,65bc9f01-4cdf-4424-92c1-7d68ed8391f5,2026-03-05 09:25:50
4697,64f4ea62-1c64-4f07-aece-05daad89cc33,3449-2032-8320-9566,2031-06-01,discover,b3094d74-b22c-47fe-881c-66626fc376ed,2026-03-05 09:25:50
7240,0a4fb911-0229-41b9-9d87-b0adb8e6e10b,3130-8704-4202-7334,2027-08-01,diners_club,4277267a-8b99-4bf1-93d7-486b9d305715,2026-03-05 09:25:50
4913,d8810ef2-db81-4e61-b329-66a7114a0229,7655-6211-3355-8265,2030-08-01,diners_club,4773a063-b937-4eac-be68-b92e3f810bf7,2026-03-05 09:25:50
9207,a9038161-bd69-4789-b67c-e73236cf6ffb,5976-6557-9474-5709,2032-03-01,discover,2d4e8f7b-72ea-43b3-a06f-35f5480b5081,2026-03-05 09:25:50
6592,42df6cdb-61b9-4d91-a0af-c2148349f51e,1936-2154-8282-9699,2030-12-01,discover,59e714b0-4fdb-46d6-a71c-6d2d83905ada,2026-03-05 09:25:50
8164,b2b5a283-eec2-4ccb-85ea-e18424ba8c77,5660-3506-9071-4186,2032-03-01,laser,3d39f01e-0bdc-4689-85c3-be491e956e06,2026-03-05 09:25:50
3892,e53b1b99-b2cf-4a4d-a6db-17e273310909,1091-5228-3555-1198,2029-09-01,mastercard,ac91257f-e82f-426a-97d9-378e55b13f58,2026-03-05 09:25:50
3776,49c1deaf-2e7e-4ce9-9125-146c104d15b6,5985-4455-1946-4165,2029-10-01,diners_club,4909d4ac-60e7-4faf-bd98-0d6b91f9f2b5,2026-03-05 09:25:50
3132,a6e9a709-4ac1-427b-830f-5d6dbfd7a7ea,3120-7795-5373-2696,2033-03-01,diners_club,d38814a3-60a6-44bc-a3c7-5f02070629bc,2026-03-05 09:25:50
2371,8d025a1a-d75d-4679-a6ed-19650260ae3e,6616-1774-8814-3924,2030-03-01,visa,b92164ab-0fae-4ab6-b6b4-214ddb57d817,2026-03-05 09:25:50
1129,43f55d9c-3e76-4cb0-9edb-62f2246b8ec0,7911-8030-3675-8583,2025-03-01,visa,b89ec510-1502-4748-a5f8-49028ccec01d,2026-03-05 09:25:50
6607,2745cbe6-2a07-4764-bb5e-27f797007c14,9600-9243-1954-9900,2029-06-01,visa,c7e9646a-76b6-4397-8f93-64363c372a66,2026-03-05 09:25:50
2602,71cf90c8-b384-45ac-a721-12b880e9020c,4045-5336-7218-8232,2033-01-01,visa,c3842d2c-a55e-44ed-96b0-4287496c1b46,2026-03-05 09:25:50
3994,1e9c7bb6-7b7f-4ac6-a2e4-822d420412dd,8104-8886-6172-5431,2026-10-01,discover,6a91ad59-a56b-470b-b95e-2d3474d67bca,2026-03-05 09:25:50
1431,ae6e89bb-02e9-48b2-8e64-83282f5937fb,6820-6830-1742-7874,2030-02-01,diners_club,878f9876-1920-4c22-a155-032dfcf007fc,2026-03-05 09:25:50
2051,00ce115a-fcf1-495a-937b-00792a9ab6bc,4732-6967-5556-7974,2025-03-01,laser,379e40b2-4d3f-40d7-9b6f-58487390fce9,2026-03-05 09:25:50
3064,d2b91483-50cf-47b1-bda7-7363027c7c58,7513-5091-2146-6568,2032-04-01,discover,73f12156-751f-4f92-b4ac-7d95e880f59d,2026-03-05 09:25:50
8098,9f836ebc-6d1a-4b2f-a42a-c9ab8da19f8a,2553-2392-8335-2289,2032-05-01,discover,2bc6f80c-c223-465d-b091-99680d93b09a,2026-03-05 09:25:50
5619,af741419-0b00-48a9-80df-e1bdb7798863,4781-5685-6082-6367,2030-06-01,diners_club,4f31692b-2383-4cc4-9a16-123ac6c717ab,2026-03-05 09:25:50
9341,cea2e1de-a590-40d2-ac22-66fde8272984,9261-4065-6962-8273,2026-05-01,discover,53849af9-0119-47ed-96b7-9aab87171704,2026-03-05 09:25:50
3972,96021e11-64c3-4005-a47a-e4b487959f5b,2728-7211-5046-4865,2034-04-01,laser,35c8041f-1c01-471d-9801-9a91fbb19fd1,2026-03-05 09:25:50
5338,4639eb51-d235-4e90-abba-3aec0b1c1db7,2922-7203-8877-5860,2034-09-01,mastercard,0fafd291-a13b-41d0-8bc7-82f438991cd9,2026-03-05 09:25:50
6104,bb389149-9d3d-4fd3-893f-7ab7ec3e6261,4894-3661-9183-4713,2030-11-01,discover,19748a89-0a28-47aa-b637-6864f42dcb34,2026-03-05 09:25:50
8026,ec75b755-d25b-4fa5-bdbd-eb30ff5e3a41,3300-5740-5789-1515,2028-06-01,laser,0ed0ef0c-1842-422a-8563-1f754fc8c322,2026-03-05 09:25:50
7129,71aa8f61-c20c-49c5-8986-5d3ea41a01fb,6602-9700-8035-9501,2033-10-01,laser,d6f9fed5-a566-42ab-aea5-96ac38c684c3,2026-03-05 09:25:50
1501,b5760d14-1496-40ae-896f-bb56cba4cf27,7032-5279-7643-4152,2029-12-01,visa,a8f57bef-3729-4af4-bd34-71b36249cf7d,2026-03-05 09:25:50
6101,02a2983e-533e-4466-82a2-792c89de747d,5636-2141-2660-1953,2031-09-01,discover,842916d9-3bcd-4a5d-80bc-d84920bcffab,2026-03-05 09:25:50
4965,f8c83c4d-8caa-4805-8386-4e9d8f42013c,6938-7657-8114-2223,2029-12-01,discover,27baacb2-be63-430d-b5e0-26a1f775d9fc,2026-03-05 09:25:50
5831,9e50ce9d-6c47-4d1b-84cc-406b7dd66fb1,1034-5163-6456-7972,2028-08-01,mastercard,89bd8d07-abd3-4b06-9f69-15642b842040,2026-03-05 09:25:50
6361,8e39b452-3020-4147-bae9-cc68feb047b4,4768-3814-3680-2729,2034-09-01,diners_club,5c5dbcb0-84ee-4ff6-8bc3-2169ec5f8195,2026-03-05 09:25:50
8713,39a7f1ad-bada-492a-9c36-4ddb7779acca,8275-9050-2341-9095,2033-05-01,mastercard,e279d999-2fbb-4995-8065-57b8f7958be2,2026-03-05 09:25:50
3345,dcf99c72-e8b4-42bc-a706-de5060e0358f,6631-8189-6741-6074,2032-04-01,mastercard,57925a7d-9986-4101-a134-709883d0301f,2026-03-05 09:25:50
