id,uid,credit_card_number,credit_card_expiry_date,credit_card_type,user_id,dt_current_timestamp
7573,4952a2e3-c47b-45f8-9fe9-ca0df6f03fbd,1833-7375-6588-9033,2034-03-01,discover,c693482a-c2ec-4178-bab1-f6ec3704849b,2026-03-05 09:25:52
4478,1911b4c8-b560-4760-a02b-05cdb696b14f,3014-4176-8679-1344,2029-09-01,mastercard,3f7a2b6d-0812-49a7-be48-2b5ce5da9f9c,2026-03-05 09:25:52
2078,c2d0a90a-11f5-4777-b2c5-25eb5a0c9ec8,5247-7704-6772-6510,2030-10-01,diners_club,010430a1-0c76-4725-990a-256c1dfe019e,2026-03-05 09:25:52
8124,42779fb1-589b-4490-b780-45dd9374987e,6243-3364-6449-6301,2033-02-01,discover,0dd73d70-947a-4fdf-9da0-c29397f3d89e,2026-03-05 09:25:52
8229,bb5c88ca-8917-41b2-bf6a-ce22f30cdfee,9240-8594-8102-9388,2033-01-01,diners_club,5a370dbc-130c-48ff-b576-f76afc1fc763,2026-03-05 09:25:52
6073,3295d431-7ab6-4cf3-b3ea-44106b4da297,5557-1474-7995-8068,2030-04-01,mastercard,e52b4947-8e78-4cac-acec-af0cee129c4e,2026-03-05 09:25:52
3187,d8d591db-1423-44a6-86fd-7c31a0858336,8584-9471-8772-9013,2030-01-01,discover,caa8e518-c09f-4015-b1fb-aab0c8450c10,2026-03-05 09:25:52
3734,c6ca7d61-51c8-428c-b108-f0be97d53578,5493-4368-2047-3038,2030-03-01,visa,65345790-0aaa-4c85-900b-1be7a9d8b158,2026-03-05 09:25:52
7565,384e4ae0-336b-46be-9786-55e775f20198,4111-1224-1512-2414,2033-01-01,laser,2ce1077b-87d8-41e2-9c17-3031b1c51c3e,2026-03-05 09:25:52
3488,9eac8d99-5221-493a-9213-67b81ee86d80,9544-5838-1547-8902,2027-12-01,laser,adb9fb9c-4193-47d9-9cd5-8d639a31e914,2026-03-05 09:25:52
2859,33fce571-88d4-4e10-8214-52fb431577bd,6587-1290-1796-5448,2030-04-01,discover,9030bce8-a058-4a39-aada-42d8fa278937,2026-03-05 09:25:52
6103,abf26c53-95af-4f4d-91bb-bbd1f86aad60,3691-7209-6296-2098,2028-01-01,visa,7e042332-7aab-44ae-b995-0e9dcbb707ea,2026-03-05 09:25:52
4015,c2201347-4a29-4efb-a7fc-8148f01105a6,6860-2721-6292-8894,2034-08-01,mastercard,6e738b88-d865-4e17-90ff-9e1e104b873c,2026-03-05 09:25:52
5417,3e73d8d3-8acc-49ee-8df1-23385ffed51b,3082-5977-5879-9958,2025-01-01,visa,8706fc06-22d6-48ee-85eb-45f4fc4c93ee,2026-03-05 09:25:52
9178,f66c94f4-5f57-497f-8394-3608a69430d9,2849-7330-7912-8905,2034-11-01,mastercard,c6309e35-e3ce-4432-b538-3cb821ae4cdb,2026-03-05 09:25:52
4760,ddd9fb1d-c859-48f0-82b6-39933d05bad2,1271-2942-4379-3929,2029-12-01,visa,73269ed2-1f52-4dc5-8eac-52106b78f0ba,2026-03-05 09:25:52
7112,22c75727-1154-4b55-8b43-9f86da6a7ff7,2385-4124-8611-7476,2031-04-01,discover,c4a322cf-721d-46f7-8ad3-9ce6d263445b,2026-03-05 09:25:52
8068,11c2d8e7-f5e5-4505-99ed-69966c4b4b14,7941-2351-5823-1033,2030-07-01,diners_club,4484d1bc-2c7e-463b-9658-aa68df2f5623,2026-03-05 09:25:52
5450,ff36ff51-ecff-4f31-86d7-07f656572c7a,8663-7108-5666-4246,2033-07-01,laser,f6c3b406-8027-473e-ae59-e79bd6cdbd0f,2026-03-05 09:25:52
1530,2b871c02-3439-4fea-826a-b0da1b5c58d3,2649-8756-7824-5245,2030-10-01,diners_club,5c2217e2-dc2b-4b69-ade4-50eb6bf3388c,2026-03-05 09:25:52
9805,479cc05f-52a6-4f4b-881f-eafc1c873847,7442-2020-2891-6770,2033-06-01,mastercard,73709089-53b5-470a-97d5-d98d364eb661,2026-03-05 09:25:52
4876,bfc3ff51-ddba-4fc2-b81d-e309377c65e8,3460-1377-6897-8849,2028-03-01,mastercard,9d089b05-407d-4427-b7ef-b7d8f1f8b9fc,2026-03-05 09:25:52
3174,d7f170c4-b828-4127-be52-94c5a38f2544,9946-7173-4808-9355,2030-06-01,mastercard,11399368-be50-4291-a60a-3d6d8237ab74,2026-03-05 09:25:52
