id,uid,account_number,iban,bank_name,routing_number,swift_bic,user_id,dt_current_timestamp
10000,9409df0a-39bb-4a65-a2ed-7a64cfda2fff,0820843288,IBAN22023504234919807236,Zhongxin Jinrong,5411161905,SWIFTGST3EDDJ,35726e25-8e09-45ee-afc7-7a89656bec90,2026-03-05 09:25:28
10001,81bb2fe0-1e84-46b9-8a7c-11be87d7bb44,0627258262,IBAN13656563923727668030,Oceanic Capital,5338417272,SWIFTYYHEUKEC,3d0c3354-661e-4d8c-9057-9589fdc4fd6d,2026-03-05 09:25:28
10002,86f5377c-bcae-42ae-b5b6-6369420dae37,8350624754,IBAN62964718385256233762,Banque du Soleil,0975100131,SWIFT0TF4LJHW,4fcf4df2-4995-4a6f-a58d-f9fa6c49cc89,2026-03-05 09:25:28
10003,f73f5eda-a021-4be9-9573-22de45042921,5229678200,IBAN86392625358303267752,Finance Royale,6127788901,SWIFTBIWW8JX4,bc38a57b-ef09-457d-92dc-589c3baa7b73,2026-03-05 09:25:28
10004,15d6795c-ed3b-4961-9020-06fdd236ec33,1434995437,IBAN20523792080028768210,Banco del Futuro,4535244959,SWIFTNCRTF10M,179e3047-f32d-4920-bd01-108629d7b2f2,2026-03-05 09:25:28
10005,ec4dc2c7-64fd-44f6-b639-2607fe612066,8278837399,IBAN29361554904269253551,Pinnacle Funds,7313433601,SWIFTKR3KH2A1,8f38b137-b5ba-4874-8601-f38fedfae979,2026-03-05 09:25:28
10006,11d8d0ea-514d-4e58-a4d3-bbd72105ebab,8482588504,IBAN85239694190214558417,Liberty Banking Corp,6249674794,SWIFTRS55A7Y2,92993826-3a02-4c71-a5f0-c582022173f0,2026-03-05 09:25:28
10007,24fb9723-5c6f-4aa3-b375-ae8bbe4fcde6,4123271541,IBAN40319664627775768915,Silverline Financial,0099537992,SWIFTQ7U0SIWL,9b6e5d77-df9c-4d56-860e-8b76432dcdbd,2026-03-05 09:25:28
10008,c31e750a-8c02-4e6d-a8fc-2ff2c6402375,9742310392,IBAN57704264405498778580,Finance Royale,3571807969,SWIFTX23DUQ0X,1d8758e4-e2ae-455d-8be4-024a0936ea21,2026-03-05 09:25:28
10009,7eed4693-d1f4-4b43-af92-ea8090cbad68,4316156390,IBAN67051891781812198134,Zhongxin Jinrong,8837731256,SWIFTS7596V6O,61bb05aa-22a8-465e-b6f9-ca1cd70ed271,2026-03-05 09:25:28
10010,debac6e0-107b-49d7-b290-b46e0ed0e524,5596023122,IBAN13368929562684904317,Oceanic Capital,8984143143,SWIFTIM7DITDK,5b044e6e-0cad-4135-a32c-18d842b5f459,2026-03-05 09:25:28
10011,fb4bc169-2d50-495e-b85c-87b75c27ba38,4653381501,IBAN93556745348724814156,Pinnacle Funds,8508288637,SWIFT7SXKX6SH,be574c59-0213-4d31-ba68-339c78c0ccd1,2026-03-05 09:25:28
10012,e31d0259-46b4-43e1-bf6b-727272cdae09,5261356117,IBAN11923990216606218761,Banco del Futuro,0491520503,SWIFTX98O41L4,8fe7de81-06e3-46d0-97e6-5a0023b69478,2026-03-05 09:25:28
10013,926b32d2-fbf8-4d42-8216-8804905e7b75,0834521197,IBAN30382414113390944279,Pinnacle Funds,8184536073,SWIFTJLCDJ0BC,030a18ab-4156-4003-8255-d4d9f419a60d,2026-03-05 09:25:28
10014,8d6e3948-9e43-466c-a28d-ebef70bfe0af,9524962026,IBAN41573528020645447314,Banco del Futuro,5300050545,SWIFTDGYPSN4U,efdeb6d8-97b8-4f78-aae1-ca5d97d1beab,2026-03-05 09:25:28
10015,c93177ff-be04-420e-87c6-3eacef7a0bd0,2813234963,IBAN76837511218237958128,Global Trust Bank,5324933431,SWIFT3JBPD82O,89dee1c9-9245-4103-83a7-d876d55162aa,2026-03-05 09:25:28
10016,10e7cbfd-7be8-40bc-8f64-4e1a591f7c79,3093656271,IBAN64115259408084215659,Banque du Soleil,3749202668,SWIFTLQHKC5JU,6b839654-91cf-491b-a680-287a73e56217,2026-03-05 09:25:28
10017,9bc7cc90-e4ab-49a8-bb0e-273c39a9ab05,2327822585,IBAN09333570580891329315,Pinnacle Funds,8500151890,SWIFTLFVM3LMB,10437100-cb33-4024-8b96-8e6c704f092f,2026-03-05 09:25:28
10018,d7c4e13a-6a16-4a21-99db-d5bebb48fca0,5741275326,IBAN25535205466974494165,Banque du Soleil,4228147195,SWIFTWF8EV9ZC,23eef11e-e99f-402f-8e2a-08dbe87dcd80,2026-03-05 09:25:28
10019,6d749142-26ca-4f7e-b35a-11cb25bdb1f2,7067996612,IBAN90457777612320786105,Finance Royale,9651166026,SWIFTLW4V50S9,60122ab7-0774-4bf7-a96a-505d1409ea4f,2026-03-05 09:25:28
10020,78b1eb28-5622-44be-8271-48c7a6e87a47,5656633656,IBAN44468730900408719177,Banco del Futuro,9730419005,SWIFT2LTYAM4E,5c1ded0c-7b90-47a5-95cd-5bd04cfd9ac2,2026-03-05 09:25:28
10021,912e6d3a-7429-4e9c-b973-a2029484bedd,8206476053,IBAN20280790702487242982,Silverline Financial,9388739592,SWIFTSWZEWB3J,a8315779-43f0-45b2-8632-c3aad54fc205,2026-03-05 09:25:28
10022,02bb929f-7100-4ccc-b2b7-852cfee447c9,2675979221,IBAN22725735609061492343,Oceanic Capital,2741156117,SWIFTN23QYZLM,3e32c90e-bba7-42e7-a7fa-5748323bd320,2026-03-05 09:25:28
10023,584d8ec9-0efe-4a76-9770-22a6c7125757,7117396053,IBAN56996165733374102235,Pinnacle Funds,9337365274,SWIFT546HULYZ,f0ea2b2b-1e16-4819-baad-aca7ec925b28,2026-03-05 09:25:28
10024,17343121-1ab0-4e80-883d-6d44598a3595,6443780596,IBAN86575962353300095804,Zhongxin Jinrong,0093995413,SWIFTG0A99MOY,6de7e7d7-5344-4bf2-a3ec-9ba7f0556ec4,2026-03-05 09:25:28
10025,98c0b694-b374-4bf1-9e2b-d59c757a6ca1,0866548014,IBAN52356779383122678849,Silverline Financial,2937688404,SWIFT75U90DYL,28d3c401-deab-4645-ab55-3073fc23221c,2026-03-05 09:25:28
10026,9c028408-e1a0-45d1-bc0e-bb0b0576d424,2437508521,IBAN88892833196599024113,Pinnacle Funds,7810349973,SWIFT94XR61RG,fa2a4f1c-7703-49a3-be83-b6f7a14e73e2,2026-03-05 09:25:28
10027,9c73b0e0-b1bd-480e-be32-0dfc4c1ba8bb,5529821899,IBAN70153474980865004822,Banque du Soleil,4674780886,SWIFTFXRH2G7V,50b0878a-7702-41cb-85f6-91612b6d299f,2026-03-05 09:25:28
10028,9f017641-cdd0-4d22-996d-3fd877274372,0620650583,IBAN97289033881967580675,Finance Royale,2879491126,SWIFTD59AEYON,6f416927-07cc-45f4-ba33-44cde18bf07e,2026-03-05 09:25:28
10029,5dcc9d72-8fb3-49ee-a1aa-3c9264298210,2182288049,IBAN35808049159801577346,Global Trust Bank,6641981398,SWIFTI9XHAVIQ,61195b8f-e85a-4e3a-bcc9-a4eb9f302c15,2026-03-05 09:25:28
10030,9cacbf39-4733-4259-8a94-96cd86bd4a60,6313324222,IBAN83741876661059229934,Finance Royale,1032585409,SWIFT1YO6MOGY,2d196d8b-7d75-422a-832c-31fd6dc7f53c,2026-03-05 09:25:28
10031,fb5ed3e4-232b-4b3d-b744-c37508b8f3df,6106813004,IBAN00072093644484333870,Global Trust Bank,3579136929,SWIFTJV4P0N4Z,3c23c16a-9a56-41b0-842f-060e18590adb,2026-03-05 09:25:28
10032,dba31e73-73b1-43a5-99e4-74b00bb53ab7,6088222937,IBAN68204564565013056337,Oceanic Capital,1471588742,SWIFTZWMDIO9W,39b3ad0a-10bd-4546-8d30-22efb6eb1263,2026-03-05 09:25:28
10033,c3fd1c4a-7535-4ac9-af02-52d9ab12c3f8,3586270977,IBAN16633397378166443999,Pinnacle Funds,3144855152,SWIFTBIPN7BPJ,66232383-80da-48be-9ad6-55f2db82aef4,2026-03-05 09:25:28
10034,c93b3b3f-3ffd-4efd-92e3-5e20d2439138,1546807238,IBAN57671547777440903027,Zhongxin Jinrong,0099586606,SWIFTIZWG8L31,dbffa27a-e897-4005-8b63-305b6a75e613,2026-03-05 09:25:28
10035,1c504be2-01fb-49f0-83e8-46e0d8a6915c,9253952351,IBAN74653098830321018855,Pinnacle Funds,5325471118,SWIFTTQ88RV9O,790b2af4-3114-4781-826f-3773ac38678d,2026-03-05 09:25:28
10036,dff42ae2-4caa-4127-91ec-d7d0455a53fb,6609422373,IBAN84811033319551024673,Zhongxin Jinrong,4010836222,SWIFTVVLD317H,d368579c-4464-49a7-bb8b-95dbf23aceff,2026-03-05 09:25:28
10037,104da92f-5878-425e-8425-524ba2517b2d,6129988588,IBAN67101536923650956849,Banco del Futuro,9366592845,SWIFTZIST884F,4dd770f9-fc92-4a69-8520-42eaf6345f3c,2026-03-05 09:25:28
10038,bf102bdc-b462-4d8d-b0da-6ae962c48eb3,2289119611,IBAN11934393133952358142,Banque du Soleil,8635685726,SWIFT9IP8P8MX,a4bfa4e0-60cc-462b-a223-a96f515306a3,2026-03-05 09:25:28
10039,d95ae082-b770-43fb-a559-945d1d112095,0947119547,IBAN28177010958459019289,Finance Royale,6029828229,SWIFT1X3YOX49,ac5daead-2443-4c20-975d-439866b443cb,2026-03-05 09:25:28
10040,9ccf7930-7216-43a2-9cad-50aa9cd0f78b,6283988581,IBAN81568147350155565924,Global Trust Bank,5863966816,SWIFTXUCY6JQ8,2cd1026a-ca7b-492c-a6a4-94682414cd53,2026-03-05 09:25:28
10041,05d35ad0-87f1-4205-a87a-175421f432aa,1709210135,IBAN29548362044061605861,Liberty Banking Corp,2156494746,SWIFTPQTQJL9H,2e4d7096-b5fb-413b-9129-702e5e6fc0c2,2026-03-05 09:25:28
10042,1838683e-d3fe-41f3-b869-4db8349cc382,7319350056,IBAN24483077632657626763,Zhongxin Jinrong,2832458285,SWIFT322I33T4,d16dee01-9e32-49a8-bcb1-e70be4f1e4f5,2026-03-05 09:25:28
10043,99638aa8-6dba-4fb7-99cc-9b41d9bc41d5,2289045435,IBAN26675908986086341759,Silverline Financial,3117191286,SWIFTKOL9CX4S,e4d00e5b-1455-4eaf-9903-34c7bcf37a8a,2026-03-05 09:25:28
10044,b5b34074-f7a8-430a-a80c-ca65c4691b05,7763457691,IBAN09892283702104784118,Banco del Futuro,6199432707,SWIFTHR3UCRKY,cf1d90fd-21fd-4ebb-aaa8-d607a678ed17,2026-03-05 09:25:28
10045,a4d3a5ff-7794-4c41-b232-d7739dc5b3a4,9575365227,IBAN13118248318243914455,Liberty Banking Corp,6536356697,SWIFTEKTJ61B3,9e65fb0a-86a0-4986-9676-9df087e4f21d,2026-03-05 09:25:28
10046,d6b55d9f-ede2-46d3-947d-9dbbb6e2fba6,8302527382,IBAN12109015385011694551,Liberty Banking Corp,2302515969,SWIFTEHSVQJAC,13eb67ed-5b86-470e-a2d0-a13936ffabb6,2026-03-05 09:25:28
10047,374fb5c9-1109-4705-a10b-a46cde6807f2,9038834320,IBAN37872603421061203700,Pinnacle Funds,1874831185,SWIFTQARW1QW6,8c1070f8-07ab-4721-916f-3742b28760a9,2026-03-05 09:25:28
10048,d2967f00-2a51-474c-9b20-d9b69ef446e3,9684000066,IBAN29819033516579704283,Banque du Soleil,0489223352,SWIFTA7B9WZQU,d391f38e-1feb-47a6-aa9e-6f2c1593d417,2026-03-05 09:25:28
10049,0002afd3-8aa5-4e35-ad73-950e67b911ba,9638504127,IBAN18188268873874537544,Global Trust Bank,2097385460,SWIFT0675ZZRY,00c59ef5-1234-42a0-8fbd-2b3bb2925e13,2026-03-05 09:25:28
10050,31d4c075-dd3f-4d1d-9ab3-6a8ed62d3988,6374555584,IBAN08084093152675037908,Zhongxin Jinrong,0901022482,SWIFTKXKIGON4,82e7a68e-9c6e-4dde-888c-18dab6fe103f,2026-03-05 09:25:28
10051,e586def7-f87a-40bd-b119-223086cb41dc,3838279289,IBAN94422109477360160659,Global Trust Bank,3124668936,SWIFTJ7ERX7WV,fcbcc200-443a-4c68-b081-2c4849ce1da1,2026-03-05 09:25:28
10052,ad16ed19-19d4-4528-9cc4-17b838b9b538,5464130794,IBAN79918191979733676621,Pinnacle Funds,8415795295,SWIFTIHBMJH5Q,23e44219-cbfb-4f5a-94b9-c4ba1334c630,2026-03-05 09:25:28
10053,19ee512d-dbbd-48f7-aac5-5a65b7e9186c,5914808475,IBAN82307529242625511070,Oceanic Capital,2131555322,SWIFTJC343VET,84cb7e2b-ab9c-47a2-b40e-5f7166d55ad0,2026-03-05 09:25:28
10054,f7074a82-2d29-437f-a318-3e02e46594e5,7135814905,IBAN80437971752518373501,Banque du Soleil,2373675477,SWIFTI2MAJFIN,22f25bf3-0ad3-41f6-9d05-957107dad75f,2026-03-05 09:25:28
10055,fed4d073-e6f2-4165-90c9-832883314756,8547601804,IBAN12816205010222284816,Pinnacle Funds,6104550210,SWIFTKEKEJL1F,5897bb0c-ddf4-4259-8cab-68539828c132,2026-03-05 09:25:28
10056,602ed075-5cc8-46bb-8984-f96265d7531c,0066517514,IBAN38393736993512516928,Pinnacle Funds,3960625499,SWIFTLBZ1L9B1,a004d646-b1bc-41a1-bf66-170f695c5315,2026-03-05 09:25:28
10057,c98328d8-6242-4e05-8fd7-e3c6eb8e3475,3461346753,IBAN73944946835882316388,Banque du Soleil,6115107916,SWIFTFESSAO24,b223c00f-be76-472b-9414-a43d9b56a5f7,2026-03-05 09:25:28
10058,f3d66373-340e-409c-96be-42eca4e12ef9,4625019306,IBAN74346423171676470195,Zhongxin Jinrong,4096538122,SWIFTM1D988UI,023ef014-70ab-48ac-8dbb-3e2cf6330e19,2026-03-05 09:25:28
10059,1f22a2eb-2047-4bf5-8e77-e821d7a68b78,2450484319,IBAN28051806331462062309,Zhongxin Jinrong,5111551569,SWIFTHFTXR36B,4988de9d-35cf-4acd-9a09-ec67c350ad34,2026-03-05 09:25:28
10060,163454ca-f58d-40fd-a676-a286ad02db7c,5278724348,IBAN97149802031905138937,Pinnacle Funds,1826755883,SWIFT1DZ7RY4O,772ed993-78a3-448c-ab29-5d5efe771c3a,2026-03-05 09:25:28
10061,3f054fcb-98ba-41f2-a9c1-b7a01c011e96,0695763877,IBAN29297285686414799320,Zhongxin Jinrong,0566993025,SWIFTYYXEUP1X,eaf572e9-dd2f-4123-97f1-9cc0abc62fda,2026-03-05 09:25:28
10062,3186e2d0-30aa-4180-9f2a-49429b39bc5e,9710760110,IBAN33147799552216979328,Finance Royale,1827193297,SWIFT7VAFXXMF,fe6da023-3889-4389-b607-c527a73a006b,2026-03-05 09:25:28
10063,b0792939-3777-43f7-9cca-fbc1f9d3824b,6724419179,IBAN67345560719260669206,Pinnacle Funds,7577208554,SWIFT6ICSZZ2E,35078ab2-072e-4a61-89a4-e26fdcc651eb,2026-03-05 09:25:28
10064,a417d458-28ac-4bf8-a899-64fc49a073f9,1616805932,IBAN73700767834594169591,Banco del Futuro,5953486582,SWIFTRV43R67K,de2e45ca-13af-4e52-ba48-cdc2bc661137,2026-03-05 09:25:28
10065,2ae5ad29-39af-40ba-b290-c3228158d80d,9089640534,IBAN79113217783493304700,Finance Royale,5834947897,SWIFTKYW4NZ5P,60a3cba2-8e6c-4ba4-8eaa-d09bbc217b7c,2026-03-05 09:25:28
10066,722d02bd-cd96-4b28-ab42-de0f847e5af7,4394118399,IBAN53345745424563344813,Silverline Financial,5122098657,SWIFT5B91A139,387abe7c-bc60-418c-b730-eaf9918e4f92,2026-03-05 09:25:28
10067,c1f84be5-e8b3-401f-9e09-560250fcf980,0073085725,IBAN48791512882225988014,Global Trust Bank,4518581781,SWIFT5YZW44O0,83445ec1-e0ba-4ab0-9246-6d241c72f671,2026-03-05 09:25:28
10068,3b9ceb01-8624-406d-9d98-f953e0b568f5,4523338261,IBAN39292288223003577859,Silverline Financial,1901540971,SWIFTDJNXQBO8,5882bc13-7749-4417-9f62-76d964b5558a,2026-03-05 09:25:28
10069,905e3b3d-651f-4032-96e1-a9b801a2bdc4,2504355869,IBAN65882901167568956823,Pinnacle Funds,2111186657,SWIFTD2QAC5CO,fd006eec-5cfe-4f81-9a9b-3ce26c20519c,2026-03-05 09:25:28
10070,75df763e-1ecd-44c0-b281-1cc1ffa2440e,9229708960,IBAN18426389117827692115,Banco del Futuro,4565859444,SWIFT3I664DKP,bc240365-789d-4583-a01b-b5e1becda6fc,2026-03-05 09:25:28
10071,f23769c8-1fd6-4f6b-b1c2-f50d7ce684a1,4363249613,IBAN96083600054090831650,Pinnacle Funds,9073589817,SWIFT8FYRNWOZ,05269db4-fee9-4689-9d56-25e792846f66,2026-03-05 09:25:28
10072,9ce28678-b27d-42c5-a14a-c6cb509661c2,0631195403,IBAN53957056162580480785,Finance Royale,4487570220,SWIFT0T7KAVRC,680beeb1-3a07-40a5-b880-43768db3e54d,2026-03-05 09:25:28
10073,fe402749-12af-4686-98d9-8c5899a8c9c7,3299691207,IBAN80855336320141608410,Silverline Financial,4935195099,SWIFTQX6W2UFG,1afe0a27-0d66-4d94-8c93-a8cb541ae3d9,2026-03-05 09:25:28
10074,b1164526-ea7a-46a3-868c-3547f67d23e3,2983901217,IBAN84642555923411879835,Global Trust Bank,2583627759,SWIFTY9R14PPN,c10758ab-251f-422c-bf23-4d33a1cc8ed4,2026-03-05 09:25:28
10075,12a765fe-d3ba-4e5e-beaf-f0c31650d539,0954380313,IBAN28180124412807365845,Silverline Financial,3291082923,SWIFTC2PKAKQ1,0e23c768-5a01-444a-b352-f826154e1746,2026-03-05 09:25:28
10076,e81c9b99-a7b4-4526-ac3d-a1b567322a3f,1526703998,IBAN62906794477678926165,Liberty Banking Corp,3643250671,SWIFTFTA4EXDT,80272b08-346f-4df2-aa34-edf8d8cce942,2026-03-05 09:25:28
10077,93546932-0f22-4945-a9bf-b3a01cc2890a,4745692584,IBAN10450434326048222013,Liberty Banking Corp,1556018590,SWIFTTAE6K79F,41035551-e412-4ce4-81c7-6f353558dd98,2026-03-05 09:25:28
10078,7eba386b-ab82-4ae0-a9fc-2a91990bd7fb,1333019184,IBAN15684754782637342716,Global Trust Bank,3901778147,SWIFT4O8U6PJE,b91d7e01-601f-4a1a-ad6a-7c795c107552,2026-03-05 09:25:28
10079,0f521ac1-570e-48bb-ae3d-a6a3b321334d,1278036427,IBAN99150964585606315853,Pinnacle Funds,1460715784,SWIFTGCWSUKCX,b82dc3be-cc18-4614-a185-50a8595b6f73,2026-03-05 09:25:28
10080,e6498384-618f-45d5-ac20-8f2b172ada05,1295225093,IBAN73130338184175503703,Global Trust Bank,9866332867,SWIFT4FHI7QDT,65ed750b-98c0-42a9-a76b-80c050675121,2026-03-05 09:25:28
10081,9fb59ca8-9801-428c-946a-a5b871a9cf1e,6535202374,IBAN79028156015637052231,Finance Royale,4603904788,SWIFTADXTFFM9,bcde36d5-deea-4484-933d-9f296adf9f1c,2026-03-05 09:25:28
10082,3bdc9bfe-1431-41ed-bd99-703a3ae8aa61,9978835794,IBAN73319843808051089215,Pinnacle Funds,0276224518,SWIFT4WXJ8FA1,34109829-65f8-4937-ac7d-30e9afd0ef1a,2026-03-05 09:25:28
10083,32f366da-3bd8-445b-a5a6-73cda1d9d19d,1984860215,IBAN56478288671895155234,Liberty Banking Corp,5946425608,SWIFTTSFN48B3,8b4e8f7e-fc89-4327-832c-8d07122568a4,2026-03-05 09:25:28
10084,1b21556e-17b6-4d45-87d0-f4d2d250b1b7,5058331947,IBAN83817132770360338978,Zhongxin Jinrong,4519118923,SWIFT267Y8D5T,2132e43f-7538-4f17-a0c3-f7c603684da4,2026-03-05 09:25:28
10085,204bbdee-79cf-4e58-9fed-4c584ad67e26,9853052787,IBAN67206999001851840320,Pinnacle Funds,8932336924,SWIFTAL6E2UCE,daa45e68-b079-441c-ac8d-82a2268994e5,2026-03-05 09:25:28
10086,03c2e77f-a041-4558-ac35-fa739bcfcbcb,8310422644,IBAN74743189734921446765,Finance Royale,8609856675,SWIFT3WZC1V37,57f2eda4-1636-49e7-a766-691d554b789e,2026-03-05 09:25:28
10087,acba3aac-bee9-4a5c-8a6f-4676d9d5332d,3297250447,IBAN48756732504640960689,Global Trust Bank,3971291269,SWIFTDGUCI3FR,477131ab-bd10-44d8-a6c4-7b38be559c4d,2026-03-05 09:25:28
10088,d43e8b02-44aa-4dc9-a29d-46797c9ef455,4344809341,IBAN91220224139188912246,Global Trust Bank,3632229532,SWIFT6GZ7TD26,73d51cb9-c094-462b-8f11-6a56c5c964e1,2026-03-05 09:25:28
10089,21494329-508d-4f1c-bbeb-07b42d3ca32c,6543120294,IBAN75312171786841121971,Oceanic Capital,7528758990,SWIFTS3P0OC9U,716388bd-980b-4893-8fde-7ff0e89c6252,2026-03-05 09:25:28
10090,c308f1ec-3e17-4578-87c1-76aa6c440427,4257733288,IBAN57714823232625289125,Zhongxin Jinrong,2812084564,SWIFT9W4QZZPC,c1ae16ba-3607-4065-8bf3-a4f4bf3f023b,2026-03-05 09:25:28
10091,bc19608f-a3b4-4ce7-b692-b225bc1d5159,3876630916,IBAN45429038510411782643,Zhongxin Jinrong,0489481393,SWIFTEMXWE5A3,c340cf32-f353-4ad9-bd00-ad551d0b5ec9,2026-03-05 09:25:28
10092,fd27deb5-0a14-45ca-82dd-63253ea0e150,6267915490,IBAN12643748304392465084,Silverline Financial,1850659291,SWIFTIX6IRZUT,e7ec564f-6885-4b7e-ad55-819eab3c148a,2026-03-05 09:25:28
10093,2c6ad74b-7ce7-4122-9be6-b43a585d1810,0976887501,IBAN27469127974156003111,Zhongxin Jinrong,4577703125,SWIFTWUV4M757,d1a456e3-852e-471e-9f72-0125518b79e0,2026-03-05 09:25:28
10094,a4c2f5cb-0726-4bb3-9606-90315f8bf1bf,5692970755,IBAN31502585379495814388,Zhongxin Jinrong,0548003525,SWIFTYL12F1H0,7c0d4e46-1381-40d6-bf9c-f1661c4f3e10,2026-03-05 09:25:28
10095,25ecce1b-895a-42eb-ab10-dd1b212d73a8,5729902643,IBAN93457718415722721416,Liberty Banking Corp,5106596423,SWIFTLUYWWJO8,1875ee8f-0818-42fa-8f3e-484c3fc623f6,2026-03-05 09:25:28
10096,ee634ea8-b733-4a00-bcbc-ccc3456ccd84,2435159843,IBAN57307652943202138131,Zhongxin Jinrong,3498858188,SWIFTWHQJFT7E,0c74124c-5d18-43bc-bb79-2eb9c7da9f5c,2026-03-05 09:25:28
10097,7423b802-088d-433c-abfb-5769614505a1,3561079128,IBAN13946400568886266383,Oceanic Capital,1438515195,SWIFT090Z20NP,b8515dff-d9af-46f4-a7dd-5b454e84ff6e,2026-03-05 09:25:28
10098,d85f584a-3c5b-4893-a766-8ea465ee41d2,5751491820,IBAN03038074588081639264,Banque du Soleil,2866893450,SWIFTDY0GNZWY,6fa850d0-1f70-4dba-826a-bfa892545723,2026-03-05 09:25:28
10099,65c73858-edfb-42c4-b216-dc5db0d6b228,2569597431,IBAN77498191483926583809,Zhongxin Jinrong,3307933546,SWIFTL5ZUMNCF,e01b4c64-ed11-4789-a91a-3e1489768d81,2026-03-05 09:25:28
10100,0932bf3d-9f8c-43b0-a7bc-017b2d9c140d,1917944162,IBAN68105171458785659094,Finance Royale,5831549339,SWIFTINPDJDAY,fc461e67-9197-4a35-8bda-dec02172b446,2026-03-05 09:25:28
10101,d6cd13ea-dd57-49d0-af97-233c2ce2f632,8694958764,IBAN68181918012130120962,Silverline Financial,0875274434,SWIFTRCVSEOJB,d0458c33-29f9-42eb-9bdb-557e189e06f2,2026-03-05 09:25:28
