id,uid,account_number,iban,bank_name,routing_number,swift_bic,user_id,dt_current_timestamp
0,93569f37-b09c-4b78-92f6-d45551d816b7,1085563966,IBAN83212096889543806205,Zhongxin Jinrong,7666399547,SWIFT5A4AN1FG,5bd91847-045e-4332-ad74-370463dada90,2026-03-05 09:25:27
1,45b3091d-3c29-412d-b253-5ec4f6518ef5,2893647130,IBAN77869835922374563890,Banque du Soleil,7735445249,SWIFT73DQ3ODM,e0443817-8bbf-4b11-a984-5de1a4a28d42,2026-03-05 09:25:27
2,0ac68948-9bfa-4a34-aa02-c5491b9e07c9,9382023970,IBAN46522141655238476629,Banque du Soleil,8571858958,SWIFTYXMGYLQO,4e49a9d2-b2f6-42c4-806a-f7a6b685cc97,2026-03-05 09:25:27
3,c3995eba-4748-444d-b6b0-c5bb52d27a37,9754490367,IBAN19731230176544866620,Banque du Soleil,4630905258,SWIFTCCMWSCPR,24ba4213-c0b2-4c5d-af3c-5323f296cd61,2026-03-05 09:25:27
4,4de39f11-fad7-4ff3-ab33-2c0fbea8b2d8,3120467112,IBAN20688677037223990260,Banque du Soleil,1379651020,SWIFTZ29EGYYI,46791641-20b6-45f0-a73f-a228daf38c26,2026-03-05 09:25:27
5,66bbd4b7-13b0-496f-af3c-315a25064c7f,0066787050,IBAN16398039372218466227,Liberty Banking Corp,8978292557,SWIFTIE8JT2M6,43a698f1-b709-476c-b006-9993b6d232b9,2026-03-05 09:25:27
6,49d008a4-26ee-4ca4-8ab7-c6f2c5dbb953,8795250613,IBAN52728455569415209078,Pinnacle Funds,1095033674,SWIFTQMA6VU81,016e945c-fb93-4ca2-bb86-df8f242fe0eb,2026-03-05 09:25:27
7,e9ca40a2-fbd4-4148-832b-41229d2dab58,1692965263,IBAN58902495003275352751,Banco del Futuro,6128694291,SWIFTH95FSDAH,65bc9f01-4cdf-4424-92c1-7d68ed8391f5,2026-03-05 09:25:27
8,f0fadfcd-1b07-4a77-a9a3-3f56a3c96998,7592596149,IBAN40400301084886773587,Zhongxin Jinrong,3553477171,SWIFTUTEU968C,b3094d74-b22c-47fe-881c-66626fc376ed,2026-03-05 09:25:27
9,43bcd51f-7195-404b-a528-6695ad47d945,9398407442,IBAN20932735687126254766,Zhongxin Jinrong,5807185225,SWIFT2K1ZCXPP,4277267a-8b99-4bf1-93d7-486b9d305715,2026-03-05 09:25:27
10,93c8e043-74df-49da-a33d-735f8a350b6b,7952434256,IBAN02734123675304706562,Zhongxin Jinrong,1313277319,SWIFTPSUPFFW7,4773a063-b937-4eac-be68-b92e3f810bf7,2026-03-05 09:25:27
11,af0a10e9-dfb9-4543-8559-eeab1af0a0c9,6313186048,IBAN03124941444597198409,Finance Royale,6670356449,SWIFT7WMKF9VR,2d4e8f7b-72ea-43b3-a06f-35f5480b5081,2026-03-05 09:25:27
12,3941ef76-0d05-4d71-8d0a-24fda8e194b6,3488391922,IBAN82004520007155166345,Banco del Futuro,6327990742,SWIFTD5M96ZKH,59e714b0-4fdb-46d6-a71c-6d2d83905ada,2026-03-05 09:25:27
13,b08ea27c-964a-4c43-ab0d-93a2defb37b5,8357489117,IBAN77810678790994921994,Pinnacle Funds,0061136111,SWIFTW0J9U2Q3,3d39f01e-0bdc-4689-85c3-be491e956e06,2026-03-05 09:25:27
14,bbebca85-5d9a-4131-b995-18aa6bc69150,2149263467,IBAN86792906838129489709,Zhongxin Jinrong,6952310770,SWIFTJ345MO49,ac91257f-e82f-426a-97d9-378e55b13f58,2026-03-05 09:25:27
