id,uid,account_number,iban,bank_name,routing_number,swift_bic,user_id,dt_current_timestamp
40000,7c551b80-bfb7-4bf7-a97c-8a68a5c86a7b,3629982368,IBAN08351364343811484260,Pinnacle Funds,0172211008,SWIFT7W38RSGS,67567bda-0ced-4950-930a-862cca02e269,2026-03-05 09:25:31
40001,1bf1a6d8-63c3-4e93-a931-cdbfede1d356,0391053407,IBAN15559772183336113478,Banque du Soleil,0888026261,SWIFTR77NRAUJ,f8094865-28b7-4e7b-bc15-cbd17366eb2d,2026-03-05 09:25:31
40002,6cb996a6-0b2c-4940-b8af-1d2fa6788304,0919025005,IBAN45541743754643912381,Banco del Futuro,3270158610,SWIFTHUDHXCO2,bed3cfa8-5178-4086-a4ab-fca91c1b727e,2026-03-05 09:25:31
40003,40660510-dc23-4f35-bf61-2cfdc07f9a03,3089091633,IBAN92430903117646088837,Global Trust Bank,1873837637,SWIFTXH2BKJHQ,799628ac-0921-485d-9362-287d3b35eb47,2026-03-05 09:25:31
40004,6014932c-32fa-442e-83b7-923f2ea53c17,6842564631,IBAN95596048055321359908,Zhongxin Jinrong,0165578842,SWIFT4XN1ZEDU,1fdc3b79-d10e-46d5-932d-609a24d927cf,2026-03-05 09:25:31
40005,a144bedf-0a72-4377-8c44-5d1a5d112d90,0279511784,IBAN09842333955730599171,Pinnacle Funds,6721973929,SWIFTA8FCU48Z,e01713d3-ad33-42a1-b61e-46707aad0d62,2026-03-05 09:25:31
40006,7c25545e-31c5-497e-ad37-79ea15f96d71,7502056851,IBAN78127177667711233792,Banque du Soleil,1827950630,SWIFT7ON07SCW,284d66a1-b07f-4f38-9fff-f258a9c4f527,2026-03-05 09:25:31
40007,06b7a6ad-4e3a-4150-8a55-45db0889a1ff,3483639933,IBAN21607501816569096718,Pinnacle Funds,4302157602,SWIFTQ8A3WAGG,cdf92d6c-98f6-44f6-8551-fa94d6baee6d,2026-03-05 09:25:31
40008,ecf9d2df-f38b-49e8-897b-2de2c596a3b7,5192056454,IBAN89617578378522886303,Banque du Soleil,9044263272,SWIFTTTS8IN5U,413e5b6a-60f1-4d01-ad4c-91569e0693bd,2026-03-05 09:25:31
40009,24981400-94f6-4fbe-8f63-01854c482bca,9857883719,IBAN50289137183061331794,Finance Royale,7738408842,SWIFTCAKLI0R4,2d89eecd-913d-4589-ba5d-168e99122247,2026-03-05 09:25:31
40010,8fe62aeb-549f-4bd8-9d58-b501c3088ccc,6599800508,IBAN64377091730766570418,Finance Royale,5355836319,SWIFTU747NAXW,d1f8bb14-0ece-456d-946b-0cd5006f7b4f,2026-03-05 09:25:31
40011,1d37b388-3d54-4547-bb95-00a26c409605,0394959841,IBAN07617198908625473212,Banco del Futuro,4026886663,SWIFT09309HH4,c021c365-b932-4e46-b624-6b7947ef55ae,2026-03-05 09:25:31
40012,6fd1c068-2b8a-490d-9e31-46ba6509cd8a,4205818252,IBAN77619209419978367833,Oceanic Capital,3592129138,SWIFT2ROZJF9W,722c7548-2625-4cb3-9d75-a46ec79467d9,2026-03-05 09:25:31
40013,1dcdde52-f4c2-42ac-87ec-3e505b29120c,4151852597,IBAN30240633583913931111,Banco del Futuro,3734745288,SWIFT50QI7M79,c68b6490-9156-46d4-842b-77ccb03535f1,2026-03-05 09:25:31
40014,ddab674f-cfb7-4324-bb32-121d8fc223da,3295922637,IBAN26884808736575600956,Finance Royale,0226999416,SWIFTOM2CQEWR,d3d1a717-572a-4320-aea1-63b9b7e1187c,2026-03-05 09:25:31
40015,8f1eea84-16d0-4908-9bdf-d330f2872a7e,2690311524,IBAN14296959560337046175,Pinnacle Funds,7347233242,SWIFTVB2H6IH3,fe1acf50-79c2-4abc-a4d6-68c95132e551,2026-03-05 09:25:31
40016,4e528320-244c-43aa-8c5c-32d67bf168ab,1279604404,IBAN10379313181372646427,Zhongxin Jinrong,5905720195,SWIFTB7U5GMFU,85dcfc8c-9351-49ae-b0ac-8bb96c25829d,2026-03-05 09:25:31
40017,02cbffe9-eceb-4db8-8420-ede8e36340a3,7277804397,IBAN14629223688769545280,Oceanic Capital,3005646374,SWIFTGEIS9JHO,d73346a9-06d2-4cdd-860e-1794e40b0c41,2026-03-05 09:25:31
40018,e9189805-7a50-4ba7-977a-966214bf3316,4105359793,IBAN86771157256160125816,Oceanic Capital,4276953052,SWIFTYPU992HY,f8c45e7f-912c-4259-b6f0-160ef7cab9ee,2026-03-05 09:25:31
40019,f3637ed8-3160-452d-9944-e1f917b7fbb5,1893753113,IBAN74893251058157091427,Banque du Soleil,6831780270,SWIFT5E98UO05,73c9886a-2147-4495-9463-3da330191558,2026-03-05 09:25:31
40020,9f54a5a8-fb1c-48db-a042-078f463174c7,2626354081,IBAN60220757594328761279,Global Trust Bank,5543698926,SWIFTG8QABFL8,4e32c830-ece1-424b-b214-cc476906d716,2026-03-05 09:25:31
40021,4f6691df-6f38-4d8c-b588-c629a7e29503,1542055926,IBAN43801501948152768969,Pinnacle Funds,0367499557,SWIFTQZBZJPHK,d8d217cb-3a70-404c-8f01-5e75f7e31500,2026-03-05 09:25:31
40022,93673e97-41e2-4dd8-b011-536bbdd396e3,1279588815,IBAN17684496967403048986,Silverline Financial,9422973107,SWIFTM2EKK4WU,0aed72e4-b783-4328-9633-25772106e1b1,2026-03-05 09:25:31
40023,778eb087-873d-4e57-9848-1d26bf6b9df1,9345001727,IBAN22981909964700617290,Zhongxin Jinrong,1344446664,SWIFTCDEB4QWK,bb9172f3-072f-49d7-a62b-6715305e1d42,2026-03-05 09:25:31
40024,ad8a0afa-d852-4592-a232-f9242d35c70f,3019788091,IBAN20606916677362902829,Global Trust Bank,0049901751,SWIFTUMLQMWV9,55be5e72-dee2-4c9e-8c66-e62fba58e650,2026-03-05 09:25:31
40025,86b38454-270e-408a-a198-e3a51a7c31df,6381173504,IBAN82464006170601755690,Oceanic Capital,5663975521,SWIFTN3JAXWC4,dc8151b0-717d-4457-9d87-0d35ecf9b571,2026-03-05 09:25:31
40026,6842dc43-ab34-46b1-8c87-60d0c76f0881,5470761548,IBAN85141471465224992336,Pinnacle Funds,4072846252,SWIFT1DZGY43J,a5f1508c-c03d-498e-8dcb-296e2ed19bec,2026-03-05 09:25:31
40027,afe8b981-eb2c-4e90-bdf8-5e616e6fb1dc,7574190582,IBAN95189460587544138716,Global Trust Bank,0940185352,SWIFTE3H17BKV,8be40b09-569c-4886-a2c8-890076adb450,2026-03-05 09:25:31
40028,fd8b432b-1217-483e-a0e2-e1da7687dd4d,0213669803,IBAN46330103122973124887,Finance Royale,0877470365,SWIFTU04EUQKK,3c591c15-ce7c-493c-b7dc-82789e20ae0a,2026-03-05 09:25:31
40029,75261e49-a4c5-4c99-bfa1-36fe3c35c17e,4770596089,IBAN70874207309692052828,Zhongxin Jinrong,3408345941,SWIFT9T547F9Y,73a0ea21-152b-45a8-85be-a84e21074c43,2026-03-05 09:25:31
40030,0249af8d-f4e8-4007-b3de-b555454c1c58,0896879394,IBAN61534768930499941057,Liberty Banking Corp,2091064836,SWIFT7MYVEDU9,486024df-b73a-4e04-83e9-04cd294f74ee,2026-03-05 09:25:31
40031,ffd976e3-7fbf-4707-a9b6-1fbed14da35c,4984502109,IBAN37683801636739034773,Oceanic Capital,8385482556,SWIFTKF9KX65F,d96f4f7e-5392-49d9-8882-c131b3a709b9,2026-03-05 09:25:31
40032,1aa26f67-8fb7-4007-9c40-4ba1d7e93664,6671449035,IBAN89688329674290085782,Finance Royale,8836332711,SWIFTPM8EPP6M,dd40adcc-f80f-4723-be8d-5c4241a6428e,2026-03-05 09:25:31
40033,f278ee62-34f6-47df-a729-c7bc63fa93f6,7042082944,IBAN37910187770894483022,Pinnacle Funds,2417267465,SWIFTSDO8QI0Z,d81100b8-5d08-49aa-ae66-e9e727415c31,2026-03-05 09:25:31
40034,7e315c12-90b7-460f-b27b-978837b09b95,8310373347,IBAN09250808267107142360,Global Trust Bank,6452230411,SWIFTN7YGCJ8N,507bd1e6-20b5-4f35-9737-10bf6eb30eca,2026-03-05 09:25:31
40035,8a5736e1-748d-4360-88cf-d339bf6a91a7,7588715273,IBAN13386676013017721247,Global Trust Bank,3454712489,SWIFTX0W5E73D,612bb4c3-b761-42e8-b05f-3ae10d3b7d7a,2026-03-05 09:25:31
40036,ec4ecc7d-34cd-4368-9e94-8504e11b3f92,5700146877,IBAN05344611258241269802,Oceanic Capital,3073018842,SWIFTHR581RQA,0dc91a20-4585-4c42-bac7-23599b925adb,2026-03-05 09:25:31
40037,0dfdf1bc-aa6d-4237-811c-078cbeca5da4,5470500112,IBAN55835180095116382243,Finance Royale,8611053968,SWIFTKMTY0D2V,08a6b958-e166-42ed-ab67-0a3b5ef483a9,2026-03-05 09:25:31
40038,171b4ee8-f7df-4cf1-bf13-e9705edcf596,2813483120,IBAN81364380873272350235,Finance Royale,7008183317,SWIFTYKA08F5U,72425952-5017-444c-9a03-9501bf08a79e,2026-03-05 09:25:31
40039,b071eaab-52fc-40bc-a632-7148c5fcd7f0,2189494328,IBAN64911627576251560624,Silverline Financial,0636153820,SWIFTZZVDCVD0,a934dd69-5c61-4909-9736-c9c660f8ec57,2026-03-05 09:25:31
40040,4dfc1848-568c-4c35-955b-0b57042352fa,3012323572,IBAN84765291314390446215,Liberty Banking Corp,8488108803,SWIFTIHPTPTXF,623b26b0-70b2-40f2-988f-6de06326788a,2026-03-05 09:25:31
40041,41febead-56f2-409e-bd9d-dff98a67bd23,0614663296,IBAN39948426341209978790,Silverline Financial,1811239242,SWIFT067AQNMA,d0804c26-558d-4ddb-a9f6-e8f30e902eed,2026-03-05 09:25:31
40042,bf3ee87c-6716-436f-93f6-c42a256ad5b3,1973055090,IBAN16797717190629994458,Finance Royale,9249991460,SWIFTB7HUEEAK,222afd38-7642-460e-aa22-f1a1561c5b72,2026-03-05 09:25:31
40043,38fde541-7753-4c72-9b26-1ebb40ead8bd,9581410707,IBAN41842157273744872997,Pinnacle Funds,3948413668,SWIFT6K1YE7E4,f9af01f8-c787-4a38-8735-7da775844621,2026-03-05 09:25:31
40044,c1b1b0ed-28de-4f03-90e0-149e9ac0510d,5625206183,IBAN39214851160081405962,Banco del Futuro,1066979049,SWIFTTGICG65H,374aef95-904a-4551-b5bd-ce6e20ce6333,2026-03-05 09:25:31
40045,8f593904-2f7b-40ae-accb-85fb4c03560e,4567479719,IBAN86537928076484169697,Global Trust Bank,7490846171,SWIFTJMOH81YM,9f9444a8-99dd-47c6-88c0-acbf9e364dd9,2026-03-05 09:25:31
40046,17b426d8-5783-4628-8cdd-9bfba873bdb4,5242023200,IBAN53348330822721988805,Banque du Soleil,9158051180,SWIFTQF5ANTJ6,09432377-abc0-4b90-ac7d-5fe798f5325a,2026-03-05 09:25:31
40047,97d10c19-3850-43e5-8f78-df5265f380dd,2166793966,IBAN96545647727218038611,Banco del Futuro,6382631974,SWIFTJ8BD77XZ,7b720d00-4e53-4059-95c3-f414e572cd7b,2026-03-05 09:25:31
40048,7c8860d4-0d00-4a27-9449-b0285999642f,0787442148,IBAN03318724290733949346,Zhongxin Jinrong,0882676491,SWIFTSQL5VROS,f98c669a-4d22-4f55-9c7f-33735ec3c93e,2026-03-05 09:25:31
40049,bfa19f10-ceac-4a1b-a20a-a4b60fb6ca59,4918680368,IBAN13098428080596233683,Banque du Soleil,6125750383,SWIFTN9E0TYOO,bd2a5f50-e772-43c8-9b02-bb3eca3d28d5,2026-03-05 09:25:31
40050,32ff46b0-59a0-46fb-a4f2-0160adc585d3,5444718372,IBAN99444319790566151394,Pinnacle Funds,1525405506,SWIFTN4IRD8PZ,103edd2f-2e58-4b2e-84db-aab374e807a7,2026-03-05 09:25:31
40051,204fca2e-285a-4bad-b82b-0fad66e16650,4469474748,IBAN35306327784805966865,Oceanic Capital,5791090444,SWIFT0N7K8D4Z,f7d27b4a-d06f-4dc8-9d72-da0fc5c9199b,2026-03-05 09:25:31
40052,31dd81e0-2fbb-44e9-9dd3-bd2026acf04f,0824594998,IBAN96065598416028620147,Global Trust Bank,0729313081,SWIFTM16DGL73,3d428c42-03fe-4a2a-aaef-a6c765378f3e,2026-03-05 09:25:31
40053,a5c76a54-ca5f-43b0-9968-d55adb0c21fb,6568624612,IBAN22223201641074845961,Pinnacle Funds,7117972794,SWIFTPIREH75H,b9f78e55-fd72-4d55-9905-9bd819536fe1,2026-03-05 09:25:31
40054,65c96553-50c2-418a-995f-1bbe26c07f0f,6617620644,IBAN66097132798618695575,Pinnacle Funds,6575258052,SWIFTR297YC2L,226cab3e-da5b-475c-808c-ef895c4cdbe3,2026-03-05 09:25:31
40055,4c3b9bcf-6021-4215-8dc5-a28a48f70611,5712457896,IBAN69126229619017960130,Global Trust Bank,4624145464,SWIFTYHAYMCGP,62e2b3ef-2f01-4477-a2f5-df6e11ac13f7,2026-03-05 09:25:31
40056,95cf1465-c22d-4c8c-a9c6-c6116fc2b392,8014748551,IBAN69239581265723809479,Pinnacle Funds,5939419353,SWIFTIXR7TKE8,4c1b050b-0a43-4206-b5a2-5d6ea9792cd1,2026-03-05 09:25:31
40057,86d8d48c-3d7a-4aa6-a9f8-97e8e0d53c50,3966857901,IBAN61442843597693607980,Pinnacle Funds,9120577281,SWIFTJZX9E97Z,40026c3e-47de-4552-b038-b903f13695d1,2026-03-05 09:25:31
40058,5da2c1ad-9b0e-4194-b5c7-8352cec4deee,1351347766,IBAN34839262088764802969,Oceanic Capital,9084714621,SWIFTQF0U5G7D,a356149f-d501-4c68-b6a6-4f0fb173342f,2026-03-05 09:25:31
40059,83463464-e498-458c-b5a4-82867dadddb9,0346913361,IBAN29419637436407520889,Silverline Financial,9983826439,SWIFTXDWZZTEC,1dc7df52-1476-4a05-b126-2efb6e9ff336,2026-03-05 09:25:31
40060,9f0d4154-75d5-4922-8601-0cb55997da0f,1397278914,IBAN48749158754177819445,Pinnacle Funds,0139676579,SWIFTXTC3C3AR,e7356ef6-474d-4859-9e30-314fc50fe3a1,2026-03-05 09:25:31
40061,624c9b65-8bbb-4bb4-9f7e-cdd8f325a443,5822648791,IBAN99842339015024111832,Oceanic Capital,2701436607,SWIFTLGD2U9GG,b430d924-c960-4371-9fd1-bda42533b330,2026-03-05 09:25:31
40062,ff29a387-171c-485e-976f-1e149c1be2cc,8153288977,IBAN47268828671401827227,Global Trust Bank,4673059216,SWIFTNOIINLN0,95f310d6-d9e7-42c9-8667-fbe35814a630,2026-03-05 09:25:31
40063,2bcc34d6-c8b7-4420-ad14-1acf82b51f65,0125691213,IBAN40214955548922506221,Banque du Soleil,3006761254,SWIFTSPN1XYPV,00ae9fb8-88ed-425d-925e-40b725aa44ed,2026-03-05 09:25:31
40064,cf27bbbd-2bb1-4e94-a763-7ef7e63e5cf3,6788190904,IBAN69095302597205982695,Silverline Financial,5057591829,SWIFT62B47EEO,82c56d5e-8402-46a4-99a8-c8f03017ff06,2026-03-05 09:25:31
40065,510cddd9-e8f6-400c-b046-53f8c4da37f5,6310907090,IBAN53726953417197673808,Silverline Financial,8427225499,SWIFTEDSTGJH8,4aa35d81-7a60-489a-884c-05e7fa357b42,2026-03-05 09:25:31
40066,96d40635-5d30-4684-8310-c0f4b6c9d297,7784520582,IBAN72885128589335931411,Liberty Banking Corp,1435768925,SWIFTMVFK228D,5a0cca12-4d0d-4412-99f5-de4c30ce1feb,2026-03-05 09:25:31
40067,5e4fea45-101e-4dc5-a881-2d531899bf26,6418325790,IBAN90319465773786905375,Banque du Soleil,4291913887,SWIFTG11SH0XX,e0bed7d8-187e-4da4-b0ab-601d9cbef2d4,2026-03-05 09:25:31
40068,837cb613-783f-4179-be0e-9097b75c11a4,9736533664,IBAN20492940853407674428,Global Trust Bank,6608987231,SWIFTJ68ME6XX,c4ba72f8-9b0f-47cb-826d-b96b711efc6e,2026-03-05 09:25:31
40069,545860ea-dc28-4bbf-8b3b-94b60a724698,0335319468,IBAN36304006032122804831,Global Trust Bank,4348047468,SWIFTUTWALJ1Q,6ad37f12-7312-413f-9e0b-27ae9ed2898a,2026-03-05 09:25:31
40070,68eea93f-7171-4948-93fe-51eb245d9fcb,4747333603,IBAN55496035275414212865,Banque du Soleil,7236396339,SWIFT4379X7JC,335443da-ead8-4e9f-84da-758477fc3a9b,2026-03-05 09:25:31
40071,4c7ca690-97a5-4925-a096-e023e6873321,9642148582,IBAN05808652522890072976,Banco del Futuro,8151389528,SWIFTNIO19IWS,2166c9fa-d367-4a8f-a4af-274f6a275510,2026-03-05 09:25:31
40072,e870d7a2-5e91-49c9-b5ce-1aca3f67bb2a,4208173542,IBAN68798300250059751298,Pinnacle Funds,3762086281,SWIFTEYNPEY5O,b855733d-0dd0-4c0e-b6e7-3097d60b9cfe,2026-03-05 09:25:31
40073,08ce3d5d-f149-4520-b67b-ce28b08c3f91,8039680060,IBAN74373899325081296292,Banque du Soleil,3426563045,SWIFTFUK1SUW1,f6903ec5-3f47-4970-9f16-94bd02795429,2026-03-05 09:25:31
40074,e03d757c-b4d5-478f-ad27-d1df081598dc,8162244003,IBAN89958122433310898422,Pinnacle Funds,7812347099,SWIFTYVOJUNJK,8182bcc5-34e0-4c09-a199-05c45c697743,2026-03-05 09:25:31
