id,uid,credit_card_number,credit_card_expiry_date,credit_card_type,user_id,dt_current_timestamp
9479,534881c1-e617-4e23-a0c1-2e3440bc8364,1439-7774-1840-7549,2029-02-01,diners_club,add679de-f3e7-4c40-ba6f-d22df3321d57,2024-01-17 17:00:20
3585,e8fc6a7b-a260-4e6e-89e5-ce9bf217c69f,8372-6536-1367-2448,2025-02-01,visa,1800609c-23cf-4d9f-8bf4-c7c680b35705,2024-01-17 17:00:20
7275,2b186155-ee72-43f8-b925-3470b5dcbebe,9889-7095-1119-7153,2024-12-01,visa,3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,2024-01-17 17:00:20
2381,5723189a-f55d-4e56-8716-44bf9780e0f4,3242-5711-8596-1647,2024-11-01,mastercard,d630d856-0c09-4751-b40f-7f40badd9877,2024-01-17 17:00:20
4632,d60d8884-c1b8-498c-b325-cac731029c62,6656-2788-8244-6853,2025-12-01,laser,c976dd89-42d8-4628-8366-c82833865487,2024-01-17 17:00:20
9382,8a5ce803-a7b2-49af-a64b-62e4afed0a62,2769-6373-4686-3286,2030-07-01,discover,9ea49d18-9774-4f11-ad9e-0f71bed900c2,2024-01-17 17:00:20
9010,538daaaf-5a5d-440b-8081-7f632ab71885,7678-6568-3277-3938,2028-02-01,visa,5586bb21-a407-4f19-99f2-b605b8927e91,2024-01-17 17:00:20
5708,3a9a5e03-db72-4239-96c2-42c5026452bc,5170-1417-8600-4210,2028-08-01,visa,5a65e9c8-b7aa-4971-8ad5-ad8232796064,2024-01-17 17:00:20
5814,ad5ab1eb-a10b-43c2-b903-559602a3c1f6,2633-3262-1905-9522,2027-02-01,diners_club,7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,2024-01-17 17:00:20
9038,36f28f9b-852b-439b-b30f-8bf13e60dde5,4886-6669-2097-3535,2023-10-01,discover,5798a88a-9121-4536-baa8-1034427911d4,2024-01-17 17:00:20
7671,60717802-e24c-45c5-96f9-3442e5375e37,2366-9696-9711-9162,2028-12-01,mastercard,46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 17:00:20
8640,f0fd2b6f-992d-485f-aa2b-b0a0c7c402cf,4604-5094-6623-7883,2027-11-01,laser,85c567d6-e450-4a9b-97df-44629d623c82,2024-01-17 17:00:20
5548,1fdeb8e6-824b-4a83-a0ce-6be446e10eed,2015-5359-5573-6384,2022-05-01,diners_club,e4e7c165-0760-4949-99df-278049d967a6,2024-01-17 17:00:20
1901,148c91ab-6c1b-433d-893d-ad2dec970ab1,9028-9652-5175-8343,2027-07-01,discover,9b843709-219d-4928-9ddf-54bced92dd13,2024-01-17 17:00:20
7350,0171c740-d517-421e-a865-6396e460b66c,3705-7887-4087-6131,2021-07-01,visa,f60af6de-6a1b-4968-a195-bc22d82aaa64,2024-01-17 17:00:20
2418,c343596e-e0e9-41c2-882f-8154eeefd622,5368-6656-3616-6143,2028-05-01,diners_club,e61a653f-9418-4bba-93fa-90a0e66860df,2024-01-17 17:00:20
2512,d793d282-d5cb-4129-be00-fdc2da221bd2,8196-8530-3623-7267,2021-04-01,discover,0b17c183-a696-4243-94a9-6966ec7a7cf1,2024-01-17 17:00:20
4043,6ba48870-033b-498b-a7ea-d7d7b9a3d5ea,5365-8266-6107-8174,2022-01-01,laser,b33913f2-cbe9-4132-8a02-c4f5d4ee643d,2024-01-17 17:00:20
1840,5b7bcccb-d2e4-475c-85b1-6f694cd6cd5d,5487-7276-6284-7664,2030-09-01,diners_club,77d3d2ab-58ee-4964-b232-6bdc472bdc6e,2024-01-17 17:00:20
2264,a475f680-31e1-4798-844a-c104cfcc5ce7,6051-2974-8941-7295,2022-04-01,discover,cc2c1ce6-898b-45e5-a778-07d58e619a67,2024-01-17 17:00:20
1412,64bd9fdc-f00a-4c3f-83b2-75606946b63a,1870-2754-6281-1087,2024-07-01,visa,95a32c11-aea4-4b18-b42c-e3e83fd1bb7e,2024-01-17 17:00:20
1883,200cfccb-781b-48eb-bd89-1edfb07fa9dc,9415-5500-9054-5580,2023-02-01,laser,06d06416-ec8c-4d6d-addd-7247eb000ec1,2024-01-17 17:00:20
1610,7bb0196e-e0ab-4776-bf35-ef0725b53186,8971-8300-5524-2659,2029-04-01,diners_club,4b809d6d-7e9b-4382-aecd-c2c5134c955d,2024-01-17 17:00:20
1095,5308836b-326a-4d38-a5ca-a82eb17bd375,7349-1028-3306-2612,2027-11-01,laser,1dc6149a-d366-4b25-99aa-7000cb185432,2024-01-17 17:00:20
4288,5457e37c-119e-4d18-a76e-8a6f821e975a,5610-3843-5366-7842,2030-10-01,diners_club,fad3a13f-fbc6-40ac-8146-c0b1acb4ee1c,2024-01-17 17:00:20
3082,b3a0312b-b6d1-4e8e-af67-5cd5c5639e68,8719-7553-2905-1318,2027-06-01,discover,f7a9c783-6e7c-42a6-91b4-123acb4fb8cb,2024-01-17 17:00:20
6551,30181e39-9131-434f-b084-7e1d9a8584f3,2952-6272-7879-2855,2024-12-01,diners_club,944d7a59-625a-4ff3-837d-9386d77401de,2024-01-17 17:00:20
8749,1be42c91-853d-4057-abf3-a6595edccf9f,9962-2853-9244-8218,2021-08-01,mastercard,50f6338f-a125-4eaf-8251-5edbd966e385,2024-01-17 17:00:20
8700,a6b37a0d-006f-47be-9457-dcfdb94f0361,9882-6727-3752-1475,2025-08-01,visa,ed2dadda-09ce-4e94-9107-f99e1ed8c9a6,2024-01-17 17:00:20
1937,ee25f0f7-eb67-48e2-ad24-da134ca5e3a1,8612-9472-9907-1438,2030-02-01,laser,d9202a07-30c6-4b45-b45d-8cceefb766ee,2024-01-17 17:00:20
2442,17cd5383-9fe2-4372-ba18-d5e9ee57d2a0,4473-7097-1042-5305,2028-11-01,mastercard,2442dec7-3a87-4d94-aa23-ab44c76b4d5f,2024-01-17 17:00:20
8514,da463962-f596-4085-be11-12dc73a825cb,8001-4276-2175-8185,2029-08-01,mastercard,ce615021-431d-4a20-aeaf-d8e37330dd25,2024-01-17 17:00:20
8623,1824fed3-cb76-4506-8dea-0e7dce8b23a2,3217-6838-5095-6943,2025-11-01,visa,2a7de911-4ae0-4dbc-927c-fc5523a2eb01,2024-01-17 17:00:20
3741,3b4c2c93-8cf4-4a58-bf55-a435687430b3,4505-2691-3403-4289,2025-07-01,visa,a9bffb59-1fd0-491d-baf2-89dcf68f15d5,2024-01-17 17:00:20
4293,9abd90da-881b-474d-8ac8-fda588f6bac4,2337-7710-6851-3859,2027-03-01,laser,59419a33-0f7e-4ff5-abe7-53284898c612,2024-01-17 17:00:20
1733,989357e2-a70e-43df-b8b2-7ecafc2335d5,7909-9141-5665-4162,2024-11-01,visa,4c32e9e1-a951-4bbb-9a47-81c15d4b4097,2024-01-17 17:00:20
4191,d1b21440-3fef-4e70-9dce-468f8288bb3a,1754-4141-2650-3113,2025-02-01,mastercard,7922e6ad-46c0-45da-90b3-4a8cd0852530,2024-01-17 17:00:20
