id,uid,credit_card_number,credit_card_expiry_date,credit_card_type,user_id,dt_current_timestamp
9984,ba6bc5cb-ecb1-4def-90e9-f5861f00b5ec,1297-1411-3740-9812,2025-03-01,mastercard,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 17:00:20
1282,4a328cfe-ec47-4022-9cbc-7a2abf503a31,1122-8231-9894-3517,2028-08-01,visa,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 17:00:20
2058,1843720a-b431-4922-864c-df34a9cdc5cb,5158-2224-2538-8422,2025-11-01,discover,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 17:00:20
8084,ffa70f9b-6862-4725-bf57-221f8e0b8b31,9067-2118-1875-8273,2023-04-01,mastercard,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 17:00:20
2756,07bb5401-6ca6-424d-a5c0-44e3bd86b9f8,7971-9535-7759-7734,2021-11-01,visa,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 17:00:20
7642,617cd74b-e063-40f5-94f0-6d9ece39b4e4,4888-7614-7962-6303,2029-10-01,visa,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 17:00:20
9531,b2a89ba4-bbea-4322-bcb8-9ee457f34bb3,9674-9672-6470-2091,2026-06-01,visa,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 17:00:20
3026,abd8ce3b-06ce-4006-ac99-98138e9d646b,8090-6084-2921-6900,2021-07-01,diners_club,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 17:00:20
4786,288ebcde-ec96-4c6a-a583-95fa09a53905,3344-3214-1698-7138,2025-03-01,laser,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 17:00:20
7192,f9f8c11a-3f7b-4a17-a3e2-ea9df8ad6e2f,1112-3108-3598-6453,2029-08-01,discover,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 17:00:20
1823,c85a230c-3dc3-47af-84fc-2d83299bb585,4403-4900-5985-7746,2026-09-01,diners_club,909c6730-5d1e-4206-9970-75fce0dcde47,2024-01-17 17:00:20
6039,1afaa3d3-fb32-43b6-9642-9a989460e582,7967-4382-3305-3137,2024-06-01,diners_club,e2fe312b-1d9a-4130-ad4b-1bf3e4d6e2f3,2024-01-17 17:00:20
4748,6e4f9c7a-60a8-4ed5-a16e-ca7ebc7d03eb,9124-5745-4352-1727,2021-06-01,mastercard,0cecee99-9a6b-433e-95ef-257449158bce,2024-01-17 17:00:20
3624,421f4def-ee3b-4b23-bf6a-6e43b933be4e,7077-8662-4190-2904,2026-05-01,mastercard,3d86bd5a-8e2e-4fac-84eb-91cf88d6b217,2024-01-17 17:00:20
2790,b38b4b5f-0b61-453c-a1e1-10618b04f775,7791-3939-9296-6484,2022-01-01,mastercard,212178f7-8a0c-40db-8fce-d636001bd454,2024-01-17 17:00:20
3673,d5ccc7e6-348a-4d71-9e7d-963ccea84847,8046-4035-1867-3193,2026-07-01,laser,f0657fed-5477-414b-873d-b00626588e58,2024-01-17 17:00:20
4045,09f200f5-21b4-44ee-b351-3ca3daa8df5c,1285-7135-3519-5671,2023-09-01,discover,e36c870a-4a36-450f-bf80-d96bbf609bb2,2024-01-17 17:00:20
1481,3e8aa5a2-80cd-4ec9-8de4-e0e1c1136f2a,8317-2571-2946-3182,2029-06-01,laser,38e44540-dcb8-4ca8-81dd-1b89ffb0b78f,2024-01-17 17:00:20
2518,89ae7f69-5998-4491-9951-b2431d4444d8,6411-5188-2939-4660,2025-12-01,visa,089b7cb7-f57c-4565-9998-3943ce3d93f4,2024-01-17 17:00:20
5932,70a7f71a-559c-4d97-b1dd-de2f613f1d61,9482-4785-4055-1328,2021-10-01,mastercard,5d1c0ac1-9613-4618-84d7-8178142bec14,2024-01-17 17:00:20
5442,56de28d5-5267-4fba-987b-acf4aca9e3f8,2405-7691-6575-5665,2025-07-01,diners_club,665a9e8f-26c1-45e7-9b09-60d35610da49,2024-01-17 17:00:20
4024,00a8d0a0-fec9-4cc5-84d1-40b00552c008,8465-7119-8715-5684,2029-10-01,diners_club,fd086697-c3d0-42ce-a3a2-fe102b17e7a0,2024-01-17 17:00:20
1223,d277aa6f-88cc-40c7-8cf8-a810bca7fe48,8806-2892-1868-9098,2024-11-01,diners_club,f4e5a01f-e282-4113-9185-15c5cc6dce52,2024-01-17 17:00:20
7830,848e6271-4f04-4ee2-ab6e-fbe76f0efd06,9559-8237-6839-7218,2028-10-01,laser,da81fc3d-0475-4e8f-9523-89d0a5faa296,2024-01-17 17:00:20
4710,4b5b279f-2463-4659-a700-089e56e8d3b1,4322-3617-4697-9871,2021-02-01,diners_club,98d2a5c8-5b92-4e81-bc16-644740f12d08,2024-01-17 17:00:20
2044,89356de1-88c0-490d-9e1e-9abe4020600f,3419-4338-3840-6880,2030-04-01,visa,c131432a-6c3d-4214-aad8-e3e949a18f10,2024-01-17 17:00:20
7582,091b4d26-b031-4255-a245-346e4fdd0fea,5064-4283-7957-5265,2030-05-01,laser,5b57a5d5-2b85-4f27-b9df-dcb00e87f31e,2024-01-17 17:00:20
5752,df5ee43d-3830-4ace-9418-9ae678178cbe,4154-7511-4375-1126,2028-09-01,diners_club,56fb402c-7eb1-493e-8adf-ef53d8f5922c,2024-01-17 17:00:20
9663,e9185d7d-3aa9-4a4b-a710-b79f23b1d42f,1031-8936-4330-5544,2026-10-01,laser,44b07384-29f5-4e7e-8ccf-2f8de0fa44ec,2024-01-17 17:00:20
2629,f4c7ec53-8e8d-494a-ad0e-6d0b6d6f9b1c,9450-2673-4972-8974,2028-11-01,diners_club,10d191d8-4dd3-48a9-b883-dc6aa721111a,2024-01-17 17:00:20
6251,abd9ebe4-1d99-4ec3-b608-87c807474928,8848-1092-5558-3204,2023-08-01,visa,8a77e04a-5377-4a47-935b-0b85daf12c67,2024-01-17 17:00:20
2510,62941165-c124-4e1c-a324-2c6e38e948ff,7104-2769-5161-1966,2025-01-01,mastercard,d70e75bb-8e31-4bc8-9dbb-25dc102fe90e,2024-01-17 17:00:20
2946,4c81410d-a06f-4be6-88f6-6fcdbe625261,2120-6436-6144-6529,2024-07-01,diners_club,811ffa50-4177-401a-95e6-732d85474c40,2024-01-17 17:00:20
1966,fe197536-a9f9-4b41-ba4f-e07b0cb85801,1913-4650-7013-5225,2023-09-01,diners_club,bcff5e1e-80d7-4f2e-b7cb-66472bbeff87,2024-01-17 17:00:20
8139,8caa057e-63a0-45d8-aee8-055318a3be4c,2873-2815-9511-7227,2026-03-01,laser,b656ed1a-26d1-4ac4-8799-5a7cd0baf15e,2024-01-17 17:00:20
6404,3ddc93d1-e050-4f96-b0d2-cd4756b4032b,2801-1858-7748-9789,2028-11-01,visa,ff76ce34-77ec-450c-b744-54ab6186d020,2024-01-17 17:00:20
1509,9b3eaf56-5326-4fe8-99fc-a367ba615821,9434-8364-6463-5792,2028-08-01,visa,f730f66e-2cc8-4d77-b923-a7734edf31e9,2024-01-17 17:00:20
7941,1b55b812-3408-4d67-a276-3879b20f84be,3771-7824-2170-1010,2024-01-01,laser,5acffa55-3ff9-4acf-8cd5-980938cf16cf,2024-01-17 17:00:20
2198,38eb2326-168d-4add-a214-e17185367e4b,3711-9061-5946-2619,2027-11-01,laser,a74e9a7b-81a5-45c6-b95c-0f911c13cf29,2024-01-17 17:00:20
1094,94672343-0c2f-4d4b-94cc-178f3d6d247c,5437-3299-8110-2400,2022-08-01,discover,4014d848-e5e2-474b-bf3d-405d98d7eb49,2024-01-17 17:00:20
7642,bcd8a557-656e-412a-812d-f97380fa7577,7864-3357-4065-9301,2022-09-01,laser,3403e293-1a72-46cc-aff3-1e2db1a7daba,2024-01-17 17:00:20
5551,2928ca8e-b9d1-4ddb-808c-d230d28b69cb,3799-5056-7514-8196,2026-11-01,discover,c909be81-ce4a-4001-b802-2a61960f8626,2024-01-17 17:00:20
5921,3a48c334-641c-4c59-933a-8c68f2c4fff4,6365-9446-6755-5814,2022-01-01,mastercard,35984af9-1d40-4126-8a90-e3a3e3f8e2ed,2024-01-17 17:00:20
4409,b5c3d829-402a-4074-984d-3916be96bd8b,5231-7924-5705-3645,2026-07-01,laser,5596f811-f47d-4133-b8e8-8ca04e55fa48,2024-01-17 17:00:20
2662,c69279f9-88a6-45fc-ac1c-8a514a73a9d5,9497-3946-1291-3909,2028-07-01,diners_club,8631c835-f62c-4d0b-97bd-017bd53b3a93,2024-01-17 17:00:20
9521,9b11f4b5-6c01-4d98-b166-fda9740b46fa,2697-9105-4804-6734,2028-04-01,mastercard,b205da0a-7342-4e71-afe0-f4a4987172b6,2024-01-17 17:00:20
7140,270ea5f8-8c0a-4c2b-9444-e3221eff3fb1,1207-4346-4327-9700,2030-01-01,diners_club,5137b65a-d810-43be-8a9f-04a6f33d4dbe,2024-01-17 17:00:20
8579,9c0ec837-fda5-45ef-b317-713563162efb,7373-4138-6140-4588,2027-11-01,visa,784c9648-bb91-473e-8b43-ae55d6ebb37d,2024-01-17 17:00:20
9713,7929448a-31b7-42ab-bb33-39415953435a,9685-6948-8821-8913,2027-04-01,diners_club,6dc91c15-d039-49dd-80d7-5ce8f6572483,2024-01-17 17:00:20
3779,ce3b22d1-5f0e-4ff7-8baf-4417e2929dc2,8847-7275-4964-7609,2030-10-01,discover,6d0d831d-ab95-4842-87f5-0a3233cf8e53,2024-01-17 17:00:20
1680,3cd3a6a4-0a40-424c-92bf-59931fcac7f4,5699-1715-5164-1426,2028-10-01,visa,29cadd39-db50-42e1-a185-6ece28aea095,2024-01-17 17:00:20
6786,3dd6e48e-52bc-4bfb-8760-e0b8687e2d25,1936-8540-8379-1621,2023-05-01,diners_club,cc3a091d-0604-4ef7-a441-8e2395772b5e,2024-01-17 17:00:20
9868,1fbffd2e-3470-467a-ac71-e8d0b01fddb2,5874-6349-3228-3421,2026-04-01,discover,a0470129-c3ec-4a65-adad-ad4bd0cfc47e,2024-01-17 17:00:20
